barangay,household_id,member_id,worked_last_week,job_last_week,work_prov,work_city,primary_occupation,industry,nature_of_employment,class_of_worker,basis_of_payment,other_job,worked_hours,want_more_hours,farmer,fisher,looking_for_work,reason_not_looking,availability_for_work,willing_to_work
Lavigan,LAV-0020,LAV-0020-6,2,,,,,,,,,,,,2,2,2,08,,2
Lavigan,LAV-0021,LAV-0021-1,1,2,854,809,840684,77792,2,2,0,2,29,2,2,2,2,10,,1
Lavigan,LAV-0022,LAV-0022-1,2,,,,,,,,,,,,2,1,1,,1,2
Lavigan,LAV-0022,LAV-0022-2,,,,,,,,,,,,,,,,,,
Lavigan,LAV-0022,LAV-0022-3,2,,,,,,,,,,,,2,1,1,,1,2
Lavigan,LAV-0022,LAV-0022-4,2,,,,,,,,,,,,2,2,2,03,,2
Lavigan,LAV-0022,LAV-0022-5,2,,,,,,,,,,,,2,1,1,,1,2
Lavigan,LAV-0022,LAV-0022-6,2,,,,,,,,,,,,2,2,2,05,,2
Lavigan,LAV-0023,LAV-0023-1,2,,,,,,,,,,,,2,2,1,,1,2
Lavigan,LAV-0023,LAV-0023-2,2,,,,,,,,,,,,1,2,1,,2,1
Lavigan,LAV-0024,LAV-0024-1,1,1,972,915,599915,33205,2,3,1,1,32,2,2,2,2,10,,1
Lavigan,LAV-0024,LAV-0024-2,1,3,727,804,914411,39328,2,5,3,2,58,1,2,2,2,08,,1
Lavigan,LAV-0024,LAV-0024-3,2,,,,,,,,,,,,2,2,2,07,,1
Lavigan,LAV-0025,LAV-0025-1,,,,,,,,,,,,,,,,,,
Lavigan,LAV-0025,LAV-0025-2,2,,,,,,,,,,,,1,2,1,,1,2
Lavigan,LAV-0025,LAV-0025-3,2,,,,,,,,,,,,2,2,2,04,,1
Lavigan,LAV-0025,LAV-0025-4,1,2,455,242,433540,61331,2,0,4,1,38,2,1,2,2,05,,2
Lavigan,LAV-0025,LAV-0025-5,2,,,,,,,,,,,,2,2,2,07,,1
Lavigan,LAV-0025,LAV-0025-6,2,,,,,,,,,,,,2,2,1,,2,1
Lavigan,LAV-0026,LAV-0026-1,2,,,,,,,,,,,,2,2,2,01,,1
Lavigan,LAV-0026,LAV-0026-2,1,1,761,541,403794,77071,1,3,3,2,32,2,2,2,2,07,,1
Lavigan,LAV-0026,LAV-0026-3,1,3,754,374,640551,62876,1,2,2,1,39,2,1,2,2,99,,1
Lavigan,LAV-0027,LAV-0027-1,,,,,,,,,,,,,,,,,,
Lavigan,LAV-0027,LAV-0027-2,2,,,,,,,,,,,,2,2,2,01,,2
Lavigan,LAV-0027,LAV-0027-3,,,,,,,,,,,,,,,,,,
Lavigan,LAV-0027,LAV-0027-4,2,,,,,,,,,,,,1,2,1,,2,2
Lavigan,LAV-0027,LAV-0027-5,1,3,480,320,794692,41865,2,4,0,2,49,2,2,1,2,01,,1
Lavigan,LAV-0028,LAV-0028-1,1,1,192,669,940624,18650,3,4,2,2,21,2,1,2,2,03,,2
Lavigan,LAV-0028,LAV-0028-2,1,2,775,455,185860,27089,2,6,7,2,51,2,2,1,2,05,,2
Lavigan,LAV-0029,LAV-0029-1,2,,,,,,,,,,,,1,2,1,,2,1
Lavigan,LAV-0029,LAV-0029-2,2,,,,,,,,,,,,2,2,1,,1,1
Lavigan,LAV-0029,LAV-0029-3,1,2,920,338,993113,23984,1,3,7,1,53,1,2,1,2,04,,2
Lavigan,LAV-0029,LAV-0029-4,1,2,875,850,361425,76465,1,4,3,2,22,2,2,2,2,03,,2
Lavigan,LAV-0030,LAV-0030-1,1,2,636,791,886163,16517,3,1,3,1,23,2,2,1,2,04,,2
Lavigan,LAV-0030,LAV-0030-2,2,,,,,,,,,,,,2,2,1,,2,1
Lavigan,LAV-0031,LAV-0031-1,1,3,395,993,873489,86747,3,3,7,2,51,1,2,2,2,01,,1
Lavigan,LAV-0031,LAV-0031-2,1,1,162,340,827507,31737,1,2,2,1,25,2,2,1,2,06,,2
Lavigan,LAV-0032,LAV-0032-1,2,,,,,,,,,,,,2,2,2,09,,2
Lavigan,LAV-0032,LAV-0032-2,1,3,456,399,651420,58202,1,2,6,1,46,1,1,2,2,04,,1
Lavigan,LAV-0032,LAV-0032-3,2,,,,,,,,,,,,1,2,1,,1,1
Lavigan,LAV-0033,LAV-0033-1,,,,,,,,,,,,,,,,,,
Lavigan,LAV-0033,LAV-0033-2,1,1,627,664,249976,44772,1,2,4,1,57,1,2,2,2,06,,1
Lavigan,LAV-0033,LAV-0033-3,1,2,754,238,854314,54947,3,4,5,2,50,2,2,1,2,02,,2
Lavigan,LAV-0033,LAV-0033-4,1,2,495,893,598918,81720,1,6,6,2,32,2,1,2,2,05,,1
Lavigan,LAV-0034,LAV-0034-1,1,2,389,540,313556,82778,1,1,6,1,34,1,2,2,2,01,,1
Lavigan,LAV-0034,LAV-0034-2,1,3,485,650,954201,70431,2,5,3,2,48,1,2,2,2,03,,2
Lavigan,LAV-0034,LAV-0034-3,1,3,780,734,238227,69329,1,1,6,1,48,2,2,2,2,10,,1
Lavigan,LAV-0034,LAV-0034-4,1,3,182,260,388641,14943,1,4,3,1,43,1,2,2,2,10,,1
Lavigan,LAV-0035,LAV-0035-1,1,3,358,538,367726,17615,2,3,6,1,25,2,2,1,2,01,,2
Lavigan,LAV-0035,LAV-0035-2,1,3,632,386,876238,63590,3,2,5,2,51,1,2,2,2,02,,2
Lavigan,LAV-0035,LAV-0035-3,2,,,,,,,,,,,,2,2,2,01,,1
Lavigan,LAV-0035,LAV-0035-4,1,2,791,523,955258,97925,2,2,7,1,46,2,2,2,2,09,,1
Lavigan,LAV-0036,LAV-0036-1,1,2,747,930,939756,90951,3,3,7,2,50,1,2,2,2,10,,1
Lavigan,LAV-0036,LAV-0036-2,1,1,793,340,248164,98711,1,5,6,2,60,2,2,2,2,07,,2
Lavigan,LAV-0036,LAV-0036-3,1,3,292,869,786838,78271,2,4,0,1,53,1,1,2,2,09,,1
Lavigan,LAV-0036,LAV-0036-4,2,,,,,,,,,,,,2,2,2,09,,1
Lavigan,LAV-0036,LAV-0036-5,1,1,545,735,662439,72045,3,5,6,1,40,1,2,2,2,04,,1
Lavigan,LAV-0036,LAV-0036-6,1,3,544,257,163316,69291,1,1,6,2,25,2,1,2,2,04,,1
Lavigan,LAV-0037,LAV-0037-1,1,3,841,841,463595,44970,1,6,3,1,28,2,2,2,2,05,,2
Lavigan,LAV-0037,LAV-0037-2,2,,,,,,,,,,,,1,2,1,,2,1
Lavigan,LAV-0038,LAV-0038-1,2,,,,,,,,,,,,2,2,1,,1,2
Lavigan,LAV-0038,LAV-0038-2,1,2,622,359,441219,92821,1,5,0,2,26,1,2,2,2,02,,2
Lavigan,LAV-0038,LAV-0038-3,1,2,622,407,203839,13198,2,3,6,1,48,1,1,2,2,10,,2
Lavigan,LAV-0039,LAV-0039-1,2,,,,,,,,,,,,2,2,2,09,,2
Lavigan,LAV-0039,LAV-0039-2,1,2,804,204,150189,97767,2,1,1,1,27,2,2,1,2,06,,1
Lavigan,LAV-0039,LAV-0039-3,1,3,681,655,170307,53567,2,5,4,2,44,2,2,1,2,10,,1
Lavigan,LAV-0039,LAV-0039-4,1,3,171,800,754833,91279,2,4,2,2,26,1,2,1,2,05,,2
Lavigan,LAV-0040,LAV-0040-1,2,,,,,,,,,,,,2,2,1,,2,1
Lavigan,LAV-0040,LAV-0040-2,1,1,298,686,313438,41137,3,1,6,1,22,1,1,2,2,06,,1
Lavigan,LAV-0040,LAV-0040-3,1,1,653,460,477825,97341,1,0,0,1,44,2,1,2,2,05,,2
Lavigan,LAV-0041,LAV-0041-1,2,,,,,,,,,,,,2,1,1,,1,1
Lavigan,LAV-0041,LAV-0041-2,1,3,407,649,145718,25810,3,0,7,1,57,2,1,2,2,03,,1
Lavigan,LAV-0042,LAV-0042-1,2,,,,,,,,,,,,2,2,2,10,,2
Lavigan,LAV-0042,LAV-0042-2,2,,,,,,,,,,,,2,2,2,08,,1
Lavigan,LAV-0042,LAV-0042-3,1,3,582,811,831773,91168,1,0,6,1,55,2,2,2,2,08,,1
Lavigan,LAV-0043,LAV-0043-1,1,3,457,973,478686,56761,2,5,3,2,29,1,1,2,2,03,,1
Lavigan,LAV-0043,LAV-0043-2,2,,,,,,,,,,,,2,1,1,,2,2
Lavigan,LAV-0044,LAV-0044-1,1,2,884,483,506258,16029,3,5,2,2,32,1,2,1,2,07,,1
Lavigan,LAV-0044,LAV-0044-2,,,,,,,,,,,,,,,,,,
Lavigan,LAV-0044,LAV-0044-3,1,3,469,976,624356,62897,2,5,7,1,53,1,2,1,2,04,,2
Lavigan,LAV-0044,LAV-0044-4,2,,,,,,,,,,,,2,2,2,01,,2
Lavigan,LAV-0045,LAV-0045-1,2,,,,,,,,,,,,2,2,2,07,,1
Lavigan,LAV-0045,LAV-0045-2,1,1,530,477,451872,50669,2,3,0,2,53,1,1,2,2,10,,1
Lavigan,LAV-0045,LAV-0045-3,2,,,,,,,,,,,,1,2,1,,1,2
Lavigan,LAV-0045,LAV-0045-4,2,,,,,,,,,,,,2,2,2,03,,2
Lavigan,LAV-0046,LAV-0046-1,2,,,,,,,,,,,,2,2,2,99,,1
Lavigan,LAV-0046,LAV-0046-2,1,2,105,917,649266,18249,3,4,5,1,54,2,2,2,2,10,,1
Lavigan,LAV-0047,LAV-0047-1,2,,,,,,,,,,,,2,2,1,,1,2
Lavigan,LAV-0048,LAV-0048-1,1,3,301,429,881534,59824,3,0,7,1,40,1,2,1,2,06,,1
Lavigan,LAV-0048,LAV-0048-2,2,,,,,,,,,,,,2,1,1,,1,2
Lavigan,LAV-0048,LAV-0048-3,1,3,631,291,311051,63781,1,1,0,1,48,2,1,2,2,01,,1
Lavigan,LAV-0048,LAV-0048-4,2,,,,,,,,,,,,2,2,2,02,,2
Lavigan,LAV-0048,LAV-0048-5,2,,,,,,,,,,,,2,2,1,,1,1
Lavigan,LAV-0049,LAV-0049-1,1,1,214,843,746499,82024,2,0,3,2,52,1,1,2,2,06,,2
Lavigan,LAV-0049,LAV-0049-2,2,,,,,,,,,,,,2,2,2,10,,1
Lavigan,LAV-0049,LAV-0049-3,1,2,478,780,451402,87541,2,5,3,2,33,1,2,2,2,05,,1
Lavigan,LAV-0049,LAV-0049-4,1,2,633,690,188473,38508,2,5,5,1,37,1,2,1,2,06,,1
Lavigan,LAV-0049,LAV-0049-5,2,,,,,,,,,,,,2,2,2,09,,2
Lavigan,LAV-0050,LAV-0050-1,2,,,,,,,,,,,,2,2,2,10,,1
Lavigan,LAV-0050,LAV-0050-2,2,,,,,,,,,,,,2,2,1,,1,1
Lavigan,LAV-0050,LAV-0050-3,,,,,,,,,,,,,,,,,,
Lavigan,LAV-0050,LAV-0050-4,1,2,588,699,539395,23845,3,1,0,2,20,2,2,1,2,05,,1
Lavigan,LAV-0050,LAV-0050-5,1,3,715,407,880672,16223,3,3,0,1,37,2,2,2,2,08,,1
Lavigan,LAV-0050,LAV-0050-6,1,3,872,273,758477,10519,1,1,2,2,30,2,2,1,2,04,,2
Lavigan,LAV-0051,LAV-0051-1,1,2,450,564,612604,45507,2,6,2,1,28,1,1,2,2,04,,2
Lavigan,LAV-0051,LAV-0051-2,2,,,,,,,,,,,,2,1,1,,1,2
Lavigan,LAV-0051,LAV-0051-3,,,,,,,,,,,,,,,,,,
Lavigan,LAV-0052,LAV-0052-1,1,3,631,761,968123,10089,1,6,4,2,56,2,2,2,2,10,,2
Lavigan,LAV-0052,LAV-0052-2,2,,,,,,,,,,,,2,2,2,99,,1
Lavigan,LAV-0052,LAV-0052-3,1,1,646,536,447390,32594,2,0,0,2,59,1,1,2,2,02,,1
Lavigan,LAV-0052,LAV-0052-4,,,,,,,,,,,,,,,,,,
Lavigan,LAV-0052,LAV-0052-5,2,,,,,,,,,,,,2,2,1,,2,2
Lavigan,LAV-0053,LAV-0053-1,1,1,928,684,864893,97497,3,1,6,2,41,2,2,1,2,04,,2
Lavigan,LAV-0053,LAV-0053-2,1,3,112,992,257666,96921,2,5,0,1,38,1,2,2,2,04,,1
Lavigan,LAV-0054,LAV-0054-1,1,2,975,632,394222,78822,1,2,5,1,42,2,2,1,2,10,,2
Lavigan,LAV-0054,LAV-0054-2,2,,,,,,,,,,,,2,2,2,10,,1
Lavigan,LAV-0055,LAV-0055-1,,,,,,,,,,,,,,,,,,
Lavigan,LAV-0055,LAV-0055-2,2,,,,,,,,,,,,2,2,2,09,,2
Lavigan,LAV-0055,LAV-0055-3,2,,,,,,,,,,,,2,2,1,,1,1
Lavigan,LAV-0056,LAV-0056-1,2,,,,,,,,,,,,2,2,1,,2,2
Lavigan,LAV-0056,LAV-0056-2,2,,,,,,,,,,,,2,2,2,02,,1
Lavigan,LAV-0056,LAV-0056-3,1,2,455,884,351612,54594,3,2,0,2,36,2,2,2,2,09,,2
Lavigan,LAV-0057,LAV-0057-1,1,3,509,880,471095,95627,1,1,3,1,51,1,1,2,2,03,,2
Lavigan,LAV-0057,LAV-0057-2,2,,,,,,,,,,,,2,2,1,,2,2
Lavigan,LAV-0057,LAV-0057-3,2,,,,,,,,,,,,2,1,1,,2,1
Lavigan,LAV-0057,LAV-0057-4,1,3,213,930,312009,28375,2,6,0,1,33,1,1,2,2,09,,1
Lavigan,LAV-0058,LAV-0058-1,1,3,140,831,320204,75960,1,4,5,2,39,2,2,2,2,09,,1
Lavigan,LAV-0058,LAV-0058-2,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0001,LUZ-0001-1,2,,,,,,,,,,,,2,2,2,07,,2
Luzon,LUZ-0002,LUZ-0002-1,2,,,,,,,,,,,,1,2,1,,2,2
Luzon,LUZ-0002,LUZ-0002-2,2,,,,,,,,,,,,2,2,2,06,,1
Luzon,LUZ-0002,LUZ-0002-3,1,2,435,894,999688,74040,3,2,5,2,59,1,1,2,2,08,,1
Luzon,LUZ-0003,LUZ-0003-1,1,2,353,612,447747,77529,2,5,0,2,28,2,2,2,2,08,,1
Luzon,LUZ-0003,LUZ-0003-2,2,,,,,,,,,,,,1,2,1,,2,2
Luzon,LUZ-0003,LUZ-0003-3,1,2,697,370,542512,26400,3,4,0,1,48,1,2,2,2,07,,2
Luzon,LUZ-0004,LUZ-0004-1,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0004,LUZ-0004-2,1,3,861,554,934416,36905,2,0,6,1,51,1,2,2,2,08,,2
Luzon,LUZ-0004,LUZ-0004-3,2,,,,,,,,,,,,2,2,2,02,,2
Luzon,LUZ-0004,LUZ-0004-4,2,,,,,,,,,,,,2,2,2,07,,2
Luzon,LUZ-0005,LUZ-0005-1,2,,,,,,,,,,,,2,1,1,,1,1
Luzon,LUZ-0006,LUZ-0006-1,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0006,LUZ-0006-2,2,,,,,,,,,,,,2,2,2,02,,1
Luzon,LUZ-0006,LUZ-0006-3,1,2,364,244,912061,44912,3,4,4,1,46,1,2,2,2,09,,2
Luzon,LUZ-0006,LUZ-0006-4,2,,,,,,,,,,,,2,2,2,06,,1
Luzon,LUZ-0006,LUZ-0006-5,1,3,440,709,828624,55270,1,0,5,2,22,1,2,2,2,06,,1
Luzon,LUZ-0006,LUZ-0006-6,2,,,,,,,,,,,,2,2,2,06,,1
Luzon,LUZ-0007,LUZ-0007-1,1,2,374,984,497137,92055,1,0,3,1,39,1,1,2,2,04,,2
Luzon,LUZ-0007,LUZ-0007-2,1,3,508,873,792529,93704,2,5,5,1,25,1,2,2,2,04,,2
Luzon,LUZ-0007,LUZ-0007-3,2,,,,,,,,,,,,2,2,1,,1,2
Luzon,LUZ-0008,LUZ-0008-1,1,2,149,898,681309,82876,1,2,2,2,56,1,2,2,2,08,,2
Luzon,LUZ-0008,LUZ-0008-2,2,,,,,,,,,,,,2,2,1,,1,1
Luzon,LUZ-0009,LUZ-0009-1,2,,,,,,,,,,,,1,2,1,,2,2
Luzon,LUZ-0010,LUZ-0010-1,1,1,354,585,513293,87526,1,3,5,1,48,1,2,1,2,99,,2
Luzon,LUZ-0010,LUZ-0010-2,2,,,,,,,,,,,,1,2,1,,2,2
Luzon,LUZ-0011,LUZ-0011-1,1,2,339,704,146108,13395,3,2,2,2,58,1,1,2,2,10,,1
Luzon,LUZ-0011,LUZ-0011-2,2,,,,,,,,,,,,2,2,2,06,,1
Luzon,LUZ-0012,LUZ-0012-1,1,2,209,308,912811,28479,1,5,0,1,20,1,2,1,2,03,,2
Luzon,LUZ-0012,LUZ-0012-2,1,1,902,271,301310,54326,1,0,7,1,54,1,1,2,2,10,,2
Luzon,LUZ-0012,LUZ-0012-3,1,1,416,631,458927,62196,2,4,7,2,46,2,2,2,2,02,,1
Luzon,LUZ-0012,LUZ-0012-4,1,2,272,884,304768,48840,1,2,6,2,59,2,2,2,2,06,,2
Luzon,LUZ-0013,LUZ-0013-1,1,2,135,868,971809,55621,1,2,5,2,25,1,2,1,2,06,,2
Luzon,LUZ-0013,LUZ-0013-2,1,3,225,726,151417,42983,1,5,3,1,58,1,2,2,2,05,,2
Luzon,LUZ-0013,LUZ-0013-3,1,1,618,545,445176,71398,2,3,5,1,34,2,2,2,2,10,,2
Luzon,LUZ-0013,LUZ-0013-4,2,,,,,,,,,,,,1,2,1,,2,1
Luzon,LUZ-0013,LUZ-0013-5,2,,,,,,,,,,,,1,2,1,,2,1
Luzon,LUZ-0013,LUZ-0013-6,2,,,,,,,,,,,,1,2,1,,2,1
Luzon,LUZ-0014,LUZ-0014-1,1,2,707,260,390865,64433,3,0,4,2,41,1,1,2,2,06,,1
Luzon,LUZ-0014,LUZ-0014-2,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0014,LUZ-0014-3,1,2,452,665,202167,64785,3,3,3,2,20,1,2,2,2,02,,1
Luzon,LUZ-0014,LUZ-0014-4,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0014,LUZ-0014-5,1,2,886,892,564755,63713,1,3,5,1,21,2,2,2,2,02,,2
Luzon,LUZ-0014,LUZ-0014-6,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0015,LUZ-0015-1,2,,,,,,,,,,,,2,1,1,,2,2
Luzon,LUZ-0015,LUZ-0015-2,2,,,,,,,,,,,,1,2,1,,1,2
Luzon,LUZ-0015,LUZ-0015-3,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0015,LUZ-0015-4,1,2,694,325,144993,58436,2,2,3,2,34,2,2,2,2,02,,1
Luzon,LUZ-0015,LUZ-0015-5,1,1,265,691,928003,30966,3,5,3,1,34,1,2,2,2,02,,2
Luzon,LUZ-0015,LUZ-0015-6,1,1,427,163,880937,46785,3,2,7,2,29,2,1,2,2,02,,2
Luzon,LUZ-0016,LUZ-0016-1,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0016,LUZ-0016-2,2,,,,,,,,,,,,2,2,1,,1,1
Luzon,LUZ-0016,LUZ-0016-3,2,,,,,,,,,,,,2,2,2,06,,2
Luzon,LUZ-0016,LUZ-0016-4,1,1,491,736,196452,86333,1,4,5,1,25,1,2,2,2,08,,1
Luzon,LUZ-0017,LUZ-0017-1,2,,,,,,,,,,,,2,2,1,,2,2
Luzon,LUZ-0017,LUZ-0017-2,1,2,168,846,582450,54371,2,4,4,2,57,1,2,1,2,08,,1
Luzon,LUZ-0018,LUZ-0018-1,1,3,818,709,672208,93986,1,3,5,1,50,1,2,2,2,09,,1
Luzon,LUZ-0019,LUZ-0019-1,2,,,,,,,,,,,,1,2,1,,2,1
Luzon,LUZ-0020,LUZ-0020-1,1,3,796,775,377986,69475,3,2,2,2,27,2,2,1,2,07,,1
Luzon,LUZ-0020,LUZ-0020-2,1,1,478,517,238032,89494,2,2,6,2,58,2,1,2,2,07,,1
Luzon,LUZ-0021,LUZ-0021-1,1,1,319,250,537561,13866,2,5,7,2,47,1,2,2,2,03,,2
Luzon,LUZ-0021,LUZ-0021-2,2,,,,,,,,,,,,2,2,2,01,,1
Luzon,LUZ-0021,LUZ-0021-3,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0021,LUZ-0021-4,2,,,,,,,,,,,,2,2,2,02,,2
Luzon,LUZ-0022,LUZ-0022-1,1,1,527,350,589062,19824,3,5,1,2,32,1,2,1,2,09,,1
Luzon,LUZ-0023,LUZ-0023-1,2,,,,,,,,,,,,2,2,2,08,,1
Luzon,LUZ-0024,LUZ-0024-1,2,,,,,,,,,,,,2,2,2,03,,2
Luzon,LUZ-0024,LUZ-0024-2,2,,,,,,,,,,,,2,2,2,05,,2
Luzon,LUZ-0024,LUZ-0024-3,1,2,296,741,945513,79050,2,4,1,1,38,2,2,2,2,99,,1
Luzon,LUZ-0024,LUZ-0024-4,1,2,781,528,400003,44441,1,1,3,1,45,1,1,2,2,06,,1
Luzon,LUZ-0025,LUZ-0025-1,2,,,,,,,,,,,,2,2,1,,2,1
Luzon,LUZ-0025,LUZ-0025-2,1,1,695,831,359763,78838,3,5,5,2,36,1,2,2,2,99,,1
Luzon,LUZ-0025,LUZ-0025-3,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0025,LUZ-0025-4,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0026,LUZ-0026-1,1,3,893,349,294018,10816,1,4,1,1,59,2,2,1,2,09,,1
Luzon,LUZ-0026,LUZ-0026-2,2,,,,,,,,,,,,2,2,2,07,,2
Luzon,LUZ-0026,LUZ-0026-3,1,3,899,279,578099,55904,3,3,0,2,37,1,2,2,2,04,,1
Luzon,LUZ-0026,LUZ-0026-4,2,,,,,,,,,,,,2,2,2,03,,1
Luzon,LUZ-0026,LUZ-0026-5,2,,,,,,,,,,,,1,2,1,,2,2
Luzon,LUZ-0027,LUZ-0027-1,1,3,264,224,276414,41659,2,0,7,1,53,1,2,2,2,01,,1
Luzon,LUZ-0027,LUZ-0027-2,1,3,579,419,724079,97131,3,5,7,1,21,1,2,1,2,02,,1
Luzon,LUZ-0027,LUZ-0027-3,2,,,,,,,,,,,,2,2,1,,2,2
Luzon,LUZ-0027,LUZ-0027-4,2,,,,,,,,,,,,2,2,1,,1,2
Luzon,LUZ-0027,LUZ-0027-5,2,,,,,,,,,,,,2,2,2,05,,2
Luzon,LUZ-0027,LUZ-0027-6,1,2,279,825,589860,59767,1,1,6,2,60,1,2,2,2,99,,2
Luzon,LUZ-0028,LUZ-0028-1,2,,,,,,,,,,,,2,2,2,10,,2
Luzon,LUZ-0028,LUZ-0028-2,2,,,,,,,,,,,,2,2,2,99,,2
Luzon,LUZ-0028,LUZ-0028-3,1,2,453,378,686013,24372,1,0,0,2,57,1,1,2,2,07,,2
Luzon,LUZ-0028,LUZ-0028-4,1,1,986,298,343134,83273,2,2,7,1,21,2,2,2,2,99,,1
Luzon,LUZ-0029,LUZ-0029-1,2,,,,,,,,,,,,2,2,2,07,,2
Luzon,LUZ-0029,LUZ-0029-2,1,3,496,268,480892,84945,3,6,4,2,38,2,1,2,2,04,,2
Luzon,LUZ-0029,LUZ-0029-3,2,,,,,,,,,,,,2,2,2,05,,1
Luzon,LUZ-0029,LUZ-0029-4,2,,,,,,,,,,,,2,1,1,,2,1
Luzon,LUZ-0030,LUZ-0030-1,2,,,,,,,,,,,,2,2,2,01,,1
Luzon,LUZ-0030,LUZ-0030-2,1,3,774,403,984761,88192,1,3,5,2,39,1,1,2,2,06,,1
Luzon,LUZ-0030,LUZ-0030-3,1,1,576,127,220829,67052,3,3,7,2,38,2,1,2,2,10,,2
Luzon,LUZ-0030,LUZ-0030-4,1,3,955,417,639775,92147,3,0,1,1,37,1,2,2,2,07,,1
Luzon,LUZ-0030,LUZ-0030-5,1,3,496,580,297050,17299,2,6,2,2,49,2,2,1,2,06,,1
Luzon,LUZ-0030,LUZ-0030-6,1,3,706,457,458418,42671,2,5,5,2,50,1,2,2,2,03,,2
Luzon,LUZ-0031,LUZ-0031-1,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0032,LUZ-0032-1,1,2,780,903,581978,58766,2,4,2,1,47,1,2,2,2,07,,2
Luzon,LUZ-0032,LUZ-0032-2,1,1,993,205,851659,54565,1,0,0,2,52,1,2,1,2,99,,1
Luzon,LUZ-0032,LUZ-0032-3,1,2,610,698,353791,58330,2,5,3,1,47,2,2,2,2,08,,1
Luzon,LUZ-0032,LUZ-0032-4,2,,,,,,,,,,,,2,2,1,,1,2
Luzon,LUZ-0032,LUZ-0032-5,2,,,,,,,,,,,,1,2,1,,2,1
Luzon,LUZ-0032,LUZ-0032-6,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0033,LUZ-0033-1,1,3,584,838,533107,19589,1,5,4,1,53,1,1,2,2,99,,1
Luzon,LUZ-0033,LUZ-0033-2,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0033,LUZ-0033-3,1,2,803,512,253647,27998,2,4,4,1,24,2,1,2,2,06,,1
Luzon,LUZ-0033,LUZ-0033-4,2,,,,,,,,,,,,2,2,2,03,,2
Luzon,LUZ-0033,LUZ-0033-5,1,2,948,695,727808,50103,3,0,4,2,30,2,2,2,2,99,,2
Luzon,LUZ-0033,LUZ-0033-6,1,1,550,466,556818,62520,1,1,2,2,59,2,2,2,2,03,,2
Luzon,LUZ-0034,LUZ-0034-1,1,1,648,217,434726,31760,3,1,2,2,40,1,1,2,2,05,,2
Luzon,LUZ-0034,LUZ-0034-2,2,,,,,,,,,,,,2,2,1,,1,1
Luzon,LUZ-0035,LUZ-0035-1,2,,,,,,,,,,,,1,2,1,,1,2
Luzon,LUZ-0035,LUZ-0035-2,2,,,,,,,,,,,,2,2,2,01,,1
Luzon,LUZ-0035,LUZ-0035-3,1,2,880,595,973571,74760,3,6,5,1,36,2,1,2,2,07,,2
Luzon,LUZ-0035,LUZ-0035-4,2,,,,,,,,,,,,1,2,1,,1,2
Luzon,LUZ-0036,LUZ-0036-1,1,1,828,331,722323,27731,2,2,4,1,41,1,2,2,2,08,,1
Luzon,LUZ-0036,LUZ-0036-2,1,1,530,771,721559,76205,2,6,4,1,20,1,1,2,2,03,,2
Luzon,LUZ-0036,LUZ-0036-3,1,1,683,758,184685,21171,2,3,4,1,59,2,2,1,2,05,,1
Luzon,LUZ-0036,LUZ-0036-4,2,,,,,,,,,,,,2,2,2,99,,1
Luzon,LUZ-0036,LUZ-0036-5,1,2,119,989,883876,86201,2,0,6,2,40,2,2,1,2,04,,2
Luzon,LUZ-0037,LUZ-0037-1,1,1,311,587,412638,43194,2,4,0,2,26,1,2,2,2,05,,1
Luzon,LUZ-0037,LUZ-0037-2,2,,,,,,,,,,,,2,2,1,,2,1
Luzon,LUZ-0038,LUZ-0038-1,2,,,,,,,,,,,,2,1,1,,1,2
Luzon,LUZ-0038,LUZ-0038-2,2,,,,,,,,,,,,2,2,2,05,,2
Luzon,LUZ-0038,LUZ-0038-3,2,,,,,,,,,,,,2,2,2,02,,2
Luzon,LUZ-0038,LUZ-0038-4,2,,,,,,,,,,,,2,2,2,99,,2
Luzon,LUZ-0039,LUZ-0039-1,1,2,791,607,644479,49822,1,5,6,1,38,2,2,2,2,09,,2
Luzon,LUZ-0039,LUZ-0039-2,2,,,,,,,,,,,,2,2,2,06,,1
Luzon,LUZ-0039,LUZ-0039-3,1,3,616,412,951009,63533,3,0,4,2,33,2,2,2,2,99,,2
Luzon,LUZ-0039,LUZ-0039-4,1,2,773,614,697360,72812,2,4,4,2,55,1,2,1,2,06,,1
Luzon,LUZ-0039,LUZ-0039-5,1,3,609,382,765946,28289,2,3,4,2,26,1,2,1,2,10,,2
Luzon,LUZ-0039,LUZ-0039-6,,,,,,,,,,,,,,,,,,
Luzon,LUZ-0040,LUZ-0040-1,1,3,632,175,172302,49303,1,0,4,2,57,2,2,1,2,06,,2
Luzon,LUZ-0040,LUZ-0040-2,1,2,861,453,193804,76773,2,3,6,2,57,1,2,2,2,03,,2
