barangay,household_id,building_type,num_floors,roof_material,wall_material,housing_material,floor_area,num_bedrooms,tenure_status,date_construction,electricity,lighting_fuel,cooking_fuel,num_refrigerator,num_aircon,num_washing_machine,num_stove,num_radio,num_tv,num_stereo,num_landline,num_cellphone_keypad,num_cellphone_smart,num_tablet,num_computer,num_car,num_van,num_jeep,num_truck,num_motorcycle,num_ebike,num_tricycle,num_bicycle,num_pedicab,num_motorboat,num_nonmotorboat
Don Aurelio Chicote,DON-0061,3,1,1,3,2,148.73,4,1,2003-05,1,1,4,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1
Lavigan,LAV-0001,7,1,2,1,4,141.8,4,6,2011-08,1,1,4,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0
Lavigan,LAV-0002,5,1,1,3,9,146.06,4,7,1986-11,1,1,6,1,0,1,2,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Lavigan,LAV-0003,8,1,5,1,9,97.71,3,3,2017-08,1,1,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,2,0,0,1
Lavigan,LAV-0004,10,1,3,3,5,144.8,3,3,2003-12,1,1,4,0,0,0,2,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2
Lavigan,LAV-0005,5,1,1,5,4,121.1,4,5,2008-08,1,1,5,1,0,0,1,2,2,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Lavigan,LAV-0006,9,1,4,5,5,38.1,2,6,2018-03,1,1,1,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Lavigan,LAV-0007,9,1,1,5,5,75.79,5,2,2022-01,1,1,9,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavigan,LAV-0008,2,1,1,1,6,58.67,4,7,2011-10,1,1,9,0,0,0,2,2,0,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1
Lavigan,LAV-0009,3,1,1,3,9,115.54,1,2,2015-12,1,1,6,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Lavigan,LAV-0010,1,1,1,2,5,117.36,4,2,2007-09,1,1,4,1,0,0,2,0,2,0,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0,1
Lavigan,LAV-0011,4,1,5,1,3,43.79,5,6,2004-07,2,6,2,0,1,0,2,2,0,1,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0
Lavigan,LAV-0012,7,1,1,4,2,114.69,1,7,2015-06,1,1,4,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Lavigan,LAV-0013,10,1,6,2,1,47.84,1,1,1984-06,1,1,5,0,0,0,2,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,2
Lavigan,LAV-0014,1,1,2,3,6,99.13,5,1,2002-11,1,1,6,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Lavigan,LAV-0015,4,1,2,5,4,49.88,1,1,1988-10,1,1,4,0,0,1,1,2,2,0,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Lavigan,LAV-0016,4,1,3,4,1,40.89,5,7,1987-12,1,1,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2
Lavigan,LAV-0017,2,1,3,3,5,92.63,5,2,2023-07,1,1,3,0,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Lavigan,LAV-0018,1,1,1,1,2,122.14,3,3,2001-06,1,1,9,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0
Lavigan,LAV-0019,5,2,3,2,6,135.23,4,7,1994-05,1,1,6,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavigan,LAV-0020,10,1,3,3,4,98.01,2,3,2024-01,1,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0
Lavigan,LAV-0021,6,1,1,5,9,46.14,5,4,1986-11,1,1,2,1,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Lavigan,LAV-0022,7,1,2,3,3,82.36,4,4,1988-12,1,1,6,1,0,0,1,0,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Lavigan,LAV-0023,6,1,1,2,4,112.65,4,7,2024-09,1,1,2,1,0,0,2,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0
Lavigan,LAV-0024,9,1,6,2,5,94.84,4,1,1989-09,1,1,4,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Lavigan,LAV-0025,1,1,1,2,5,73.15,2,2,2024-10,1,1,5,0,0,0,2,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0
Lavigan,LAV-0026,6,1,2,2,1,42.11,4,1,2024-05,1,1,6,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Lavigan,LAV-0027,4,1,1,3,1,65.13,4,4,1996-06,1,1,3,0,0,0,1,1,1,0,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,2
Lavigan,LAV-0028,9,1,4,4,2,122.89,5,7,2007-12,1,1,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,1
Lavigan,LAV-0029,1,2,1,4,5,140.57,5,7,1991-09,1,1,2,1,0,0,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
Lavigan,LAV-0030,2,1,3,1,3,93.6,4,3,1990-11,1,1,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Lavigan,LAV-0031,4,1,1,2,4,83.99,4,6,2005-12,1,1,2,0,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Lavigan,LAV-0032,6,1,3,3,6,70.73,3,4,2021-07,2,2,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lavigan,LAV-0033,1,1,1,1,5,86.36,1,7,1999-02,1,1,4,1,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0
Lavigan,LAV-0034,6,1,1,1,9,126.47,5,3,1980-09,1,1,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Lavigan,LAV-0035,5,1,1,3,3,103.9,2,4,1989-03,1,1,4,0,0,0,2,0,1,1,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0
Lavigan,LAV-0036,5,1,2,3,1,107.49,2,3,2011-10,2,6,1,1,0,1,1,2,2,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Lavigan,LAV-0037,4,1,1,1,1,71.05,4,3,2016-05,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2
Lavigan,LAV-0038,6,1,1,4,4,41.87,3,4,2010-03,1,1,4,1,0,0,1,2,2,0,0,2,2,1,0,0,0,0,0,2,0,0,1,0,0,1
Lavigan,LAV-0039,9,2,3,1,9,48.49,3,4,1981-11,1,1,3,1,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lavigan,LAV-0040,7,1,2,4,2,131.33,5,6,2018-05,1,1,5,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Lavigan,LAV-0041,5,1,5,2,3,127.54,1,3,2003-08,1,1,5,1,1,1,1,0,2,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Lavigan,LAV-0042,4,1,1,1,3,113.32,2,5,2004-02,1,1,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2
Lavigan,LAV-0043,9,1,6,5,9,67.14,5,7,2015-07,1,1,5,1,0,0,1,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
Lavigan,LAV-0044,8,1,6,3,6,75.28,3,1,2007-04,1,1,9,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0
Lavigan,LAV-0045,10,1,6,1,4,131.6,2,6,2018-02,1,1,2,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,0,1
Lavigan,LAV-0046,9,1,3,2,6,104.34,3,2,1980-04,1,1,3,1,0,1,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavigan,LAV-0047,2,1,4,1,4,30.5,1,2,2002-11,1,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Lavigan,LAV-0048,7,1,2,4,1,43.48,5,2,2015-10,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0
Lavigan,LAV-0049,2,1,1,2,5,50.93,5,7,2008-06,1,1,6,0,1,0,2,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0
Lavigan,LAV-0050,5,1,1,5,9,133.4,5,4,1984-06,1,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Lavigan,LAV-0051,10,1,2,1,9,107.14,4,7,2002-09,1,1,3,1,0,0,1,2,0,1,0,2,1,1,0,0,0,0,0,1,0,0,2,0,0,1
Lavigan,LAV-0052,5,1,4,1,6,77.58,2,5,2003-06,1,1,2,0,0,0,2,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0
Lavigan,LAV-0053,3,1,1,4,4,119.95,5,5,2004-05,1,1,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Lavigan,LAV-0054,2,1,3,3,1,61.67,2,5,1987-10,1,1,2,1,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lavigan,LAV-0055,9,1,3,6,9,33.9,4,3,2008-08,1,1,5,0,0,0,1,2,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Lavigan,LAV-0056,1,1,6,3,9,42.6,1,6,1991-10,1,1,3,1,1,0,1,1,2,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Lavigan,LAV-0057,5,1,1,2,1,123.91,4,4,2003-09,1,1,5,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Lavigan,LAV-0058,6,1,1,4,5,123.89,1,5,2009-06,1,1,1,1,0,0,1,2,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Luzon,LUZ-0001,1,1,1,2,5,133.96,1,7,2007-06,1,1,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Luzon,LUZ-0002,4,1,1,2,1,39.14,5,6,2004-04,1,1,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Luzon,LUZ-0003,1,2,1,3,9,111.31,4,2,2009-01,1,1,9,1,0,1,1,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,2,1,1,0
Luzon,LUZ-0004,9,1,4,2,2,106.36,2,6,1987-01,1,1,9,1,0,0,2,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
Luzon,LUZ-0005,1,1,2,1,6,79.12,3,7,2002-07,1,1,4,0,0,0,1,0,1,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Luzon,LUZ-0006,3,1,6,2,5,73.66,2,1,2016-12,2,5,2,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2
Luzon,LUZ-0007,8,1,1,1,3,142.42,2,5,1993-03,1,1,5,0,0,0,2,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0
Luzon,LUZ-0008,2,1,3,6,6,139.42,2,2,1984-01,1,1,9,1,0,0,1,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Luzon,LUZ-0009,2,2,5,1,3,71.2,4,1,1994-03,2,9,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,2
Luzon,LUZ-0010,3,2,5,1,4,141.83,3,7,1988-02,1,1,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Luzon,LUZ-0011,3,1,2,1,9,58.59,2,5,2005-08,1,1,9,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luzon,LUZ-0012,7,1,3,1,4,109.77,2,2,1992-08,1,1,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Luzon,LUZ-0013,3,1,3,3,4,98.8,1,4,2003-12,1,1,3,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Luzon,LUZ-0014,3,1,3,2,1,38.15,3,3,2017-10,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Luzon,LUZ-0015,8,1,6,1,1,119.74,4,5,1987-11,1,1,4,1,0,0,2,1,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,2
Luzon,LUZ-0016,8,1,1,4,4,49.2,3,7,2020-02,1,1,6,0,0,0,2,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,2
Luzon,LUZ-0017,9,1,2,1,1,67.98,1,4,2023-05,1,1,4,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Luzon,LUZ-0018,5,1,2,2,1,116.03,4,5,1988-02,1,1,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luzon,LUZ-0019,6,1,3,7,4,35.09,4,3,1993-11,1,1,5,1,1,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0
Luzon,LUZ-0020,7,1,2,1,6,30.66,2,6,1981-02,1,1,5,0,0,0,1,0,2,0,0,1,2,0,0,1,0,0,0,0,0,1,2,0,0,0
Luzon,LUZ-0021,7,1,4,2,3,93.34,3,7,2018-07,2,6,9,0,0,0,2,2,0,1,0,2,2,1,0,0,0,0,0,2,0,1,1,0,0,0
Luzon,LUZ-0022,3,1,6,4,2,147.73,3,5,2009-06,1,1,9,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Luzon,LUZ-0023,3,2,1,2,5,89.93,2,4,2011-04,1,1,4,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Luzon,LUZ-0024,1,1,6,3,2,46.82,3,2,2017-09,1,1,6,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Luzon,LUZ-0025,4,1,3,3,1,59.35,5,5,1989-11,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Luzon,LUZ-0026,8,1,1,4,6,77.71,2,5,2024-01,1,1,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Luzon,LUZ-0027,2,1,4,4,5,64.31,5,5,2007-04,1,1,5,0,0,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2
Luzon,LUZ-0028,7,2,2,1,4,59.47,4,3,2009-05,1,1,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Luzon,LUZ-0029,1,1,1,3,2,56.46,4,1,1987-01,2,3,4,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0
Luzon,LUZ-0030,7,1,1,2,4,81.53,1,5,1987-01,1,1,4,0,0,0,1,2,1,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,1,0
Luzon,LUZ-0031,2,2,4,1,6,71.43,3,4,2024-01,1,1,3,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Luzon,LUZ-0032,10,1,1,3,4,65.36,1,5,2012-07,2,6,6,0,1,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Luzon,LUZ-0033,5,1,1,5,4,53.99,4,1,1987-06,1,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Luzon,LUZ-0034,8,1,3,1,9,65.38,2,1,2013-10,1,1,9,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luzon,LUZ-0035,3,1,2,2,9,69.52,3,3,1981-02,1,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
Luzon,LUZ-0036,1,1,3,2,5,62.47,2,4,1999-02,1,1,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2
Luzon,LUZ-0037,3,2,1,1,1,60.2,4,1,1996-12,1,1,2,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,1
Luzon,LUZ-0038,3,1,1,1,5,85.14,2,5,1995-09,1,1,1,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0
Luzon,LUZ-0039,2,1,1,5,6,107.15,3,4,1985-04,1,1,5,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Luzon,LUZ-0040,3,1,3,3,3,44.56,3,7,2021-09,1,1,3,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0
Luzon,LUZ-0041,9,1,2,2,5,149.02,2,5,1984-12,1,1,9,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
Luzon,LUZ-0042,5,1,2,2,9,65.31,1,3,2015-11,2,5,6,1,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,2,0,1,2
Luzon,LUZ-0043,2,1,1,1,9,83.64,4,7,1989-05,1,1,3,0,0,0,2,0,1,0,1,3,2,0,0,0,0,1,0,0,0,0,2,0,0,0
Luzon,LUZ-0044,1,1,2,2,6,80.02,3,5,1998-11,1,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Luzon,LUZ-0045,6,1,1,5,3,86.87,4,6,2012-12,1,1,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1
Luzon,LUZ-0046,9,1,3,2,4,113.51,5,1,2024-05,1,1,5,0,0,0,1,2,1,1,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0
Luzon,LUZ-0047,2,1,5,1,3,144.64,5,7,2022-08,1,1,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Luzon,LUZ-0048,1,1,6,4,2,31.88,2,7,2008-01,1,1,4,0,0,0,2,2,2,0,0,1,2,0,0,0,1,0,0,2,0,1,1,0,1,0
Luzon,LUZ-0049,7,1,6,2,6,44.82,2,4,1984-02,1,1,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
Luzon,LUZ-0050,8,1,3,4,6,50.69,5,4,2004-10,1,1,5,0,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Luzon,LUZ-0051,7,1,4,3,5,44.99,4,1,2015-08,1,1,4,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1
Luzon,LUZ-0052,10,1,4,3,2,34.46,2,3,1983-07,1,1,6,0,0,1,2,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Luzon,LUZ-0053,8,1,4,2,5,78.26,3,7,2023-10,1,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Luzon,LUZ-0054,10,1,3,6,1,93.69,1,4,2023-01,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0
Luzon,LUZ-0055,6,2,1,5,2,84.38,5,5,2016-05,1,1,4,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Luzon,LUZ-0056,5,2,2,4,6,126.24,5,3,1986-07,1,1,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1
Luzon,LUZ-0057,10,1,5,2,6,134.6,2,7,1997-12,1,1,2,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
Luzon,LUZ-0058,7,1,2,1,6,69.81,1,1,1992-02,1,1,2,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Luzon,LUZ-0059,1,1,2,1,2,126.43,1,1,1980-05,1,1,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Luzon,LUZ-0060,3,1,2,3,4,125.49,4,5,1985-05,1,1,1,1,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
Luzon,LUZ-0061,9,1,1,4,2,146.11,2,7,1991-05,1,1,6,0,0,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Luzon,LUZ-0062,5,1,4,4,9,34.33,2,3,1994-08,1,1,5,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
Luzon,LUZ-0063,4,1,1,1,5,67.27,2,1,2019-08,1,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Luzon,LUZ-0064,8,2,2,5,3,52.14,2,6,2010-03,1,1,6,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Luzon,LUZ-0065,2,2,4,3,9,105.91,1,5,2024-08,1,1,9,1,0,0,1,2,1,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0
Luzon,LUZ-0066,3,1,1,4,9,59.83,1,1,1987-10,1,1,9,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
Magdug,MAG-0001,1,1,3,1,1,118.44,4,5,2004-12,2,3,6,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0
Magdug,MAG-0002,7,1,1,5,5,130.01,2,7,2002-03,1,1,6,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Magdug,MAG-0003,8,1,4,3,3,44.57,3,3,2013-01,1,1,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magdug,MAG-0004,9,1,2,1,4,104.8,4,7,1985-04,1,1,1,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
Magdug,MAG-0005,10,1,3,3,6,97.54,5,2,2020-02,1,1,6,0,0,0,2,0,2,0,0,3,2,0,0,0,0,0,0,1,1,0,0,1,0,0
Magdug,MAG-0006,1,1,2,6,3,54.48,4,4,2020-04,1,1,2,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1
Magdug,MAG-0007,6,1,6,1,4,109.66,3,1,1998-07,1,1,1,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,1
Magdug,MAG-0008,8,1,7,3,4,101.49,3,1,1992-04,1,1,3,1,0,1,2,2,2,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0
Magdug,MAG-0009,9,1,2,5,3,137.78,4,1,2013-05,1,1,5,0,0,1,1,2,2,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
Magdug,MAG-0010,6,2,6,1,2,32.16,5,7,2024-05,1,1,9,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0
Magdug,MAG-0011,7,1,2,3,3,107.79,1,3,1992-07,1,1,5,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,2
Magdug,MAG-0012,4,1,2,3,4,74.67,3,7,1990-10,2,4,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Magdug,MAG-0013,9,1,1,3,5,133.51,2,7,2001-03,2,9,9,0,1,1,1,0,2,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1
Magdug,MAG-0014,3,1,5,2,1,70.49,2,6,2010-08,2,5,9,0,0,0,2,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
Magdug,MAG-0015,4,1,1,3,5,125.18,3,4,1998-06,1,1,5,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Magdug,MAG-0016,5,1,5,7,2,90.7,2,5,2008-01,1,1,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,2
Magdug,MAG-0017,8,1,3,3,5,131.75,2,6,1998-02,1,1,6,1,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Magdug,MAG-0018,6,1,1,2,4,110.81,4,7,2009-03,1,1,3,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Magdug,MAG-0019,7,1,1,1,4,121.94,1,3,1983-07,1,1,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Magdug,MAG-0020,6,1,1,1,6,94.0,4,4,1998-12,1,1,9,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Magdug,MAG-0021,3,1,1,4,2,51.81,3,6,2024-02,1,1,6,0,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Magdug,MAG-0022,1,1,1,2,4,43.29,2,3,2003-06,1,1,4,0,0,0,1,1,1,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,0,0
Magdug,MAG-0023,9,1,1,5,2,105.97,4,1,2023-02,1,1,4,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Magdug,MAG-0024,5,1,1,5,4,132.56,4,7,2018-11,1,1,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Magdug,MAG-0025,10,2,3,5,6,70.99,3,1,1998-08,1,1,9,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0
Magdug,MAG-0026,6,1,2,2,6,82.36,5,4,1984-04,1,1,5,0,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1
Magdug,MAG-0027,8,1,5,1,2,31.12,1,5,1983-02,1,1,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Magdug,MAG-0028,2,1,2,1,9,109.88,3,6,2016-08,1,1,2,0,0,0,1,0,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Magdug,MAG-0029,3,1,1,5,6,123.3,5,2,1986-11,1,1,3,1,1,0,2,0,2,0,0,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0
Magdug,MAG-0030,6,1,1,1,5,108.43,4,2,1988-01,1,1,6,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,2
Magdug,MAG-0031,10,1,1,5,9,130.48,5,5,1998-04,1,1,6,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0
