barangay,household_id,member_id,filipino_citizen,overseas_filipino,other_location_resided,province_moved,city_moved,barangay_moved,month_year_moved,province_from,city_from,barangay_from,internal_displacement
Luzon,LUZ-0064,LUZ-0064-4,3,1,1,637,732,757,01-2004,573,184,567,3
Luzon,LUZ-0064,LUZ-0064-5,1,4,2,,,,,,,,4
Luzon,LUZ-0065,LUZ-0065-1,2,3,1,248,973,798,08-2013,786,338,800,1
Luzon,LUZ-0066,LUZ-0066-1,2,4,2,,,,,,,,5
Luzon,LUZ-0066,LUZ-0066-2,3,6,1,556,882,957,10-2001,565,534,809,1
Luzon,LUZ-0066,LUZ-0066-3,1,,1,593,486,567,09-2020,333,750,143,3
Luzon,LUZ-0066,LUZ-0066-4,2,3,2,,,,,,,,2
Luzon,LUZ-0066,LUZ-0066-5,2,,2,,,,,,,,4
Magdug,MAG-0001,MAG-0001-1,3,5,2,,,,,,,,1
Magdug,MAG-0001,MAG-0001-2,1,6,1,210,484,659,05-2020,252,669,888,1
Magdug,MAG-0001,MAG-0001-3,1,3,2,,,,,,,,3
Magdug,MAG-0002,MAG-0002-1,2,6,1,222,483,830,01-2019,979,750,341,1
Magdug,MAG-0002,MAG-0002-2,3,,2,,,,,,,,5
Magdug,MAG-0003,MAG-0003-1,1,5,2,,,,,,,,1
Magdug,MAG-0003,MAG-0003-2,1,,2,,,,,,,,1
Magdug,MAG-0003,MAG-0003-3,1,6,2,,,,,,,,3
Magdug,MAG-0004,MAG-0004-1,2,,1,798,952,566,03-2004,900,918,433,1
Magdug,MAG-0005,MAG-0005-1,2,,2,,,,,,,,2
Magdug,MAG-0005,MAG-0005-2,1,3,2,,,,,,,,2
Magdug,MAG-0005,MAG-0005-3,2,5,2,,,,,,,,1
Magdug,MAG-0005,MAG-0005-4,1,,1,238,529,775,05-2001,416,661,354,2
Magdug,MAG-0005,MAG-0005-5,3,,2,,,,,,,,4
Magdug,MAG-0006,MAG-0006-1,3,7,2,,,,,,,,5
Magdug,MAG-0006,MAG-0006-2,2,,1,371,336,316,08-2000,393,905,970,1
Magdug,MAG-0006,MAG-0006-3,2,7,2,,,,,,,,5
Magdug,MAG-0006,MAG-0006-4,1,3,1,837,757,337,08-2010,715,321,377,3
Magdug,MAG-0006,MAG-0006-5,2,7,1,567,964,593,05-2014,202,154,501,4
Magdug,MAG-0007,MAG-0007-1,1,,1,475,943,280,07-2000,607,140,283,2
Magdug,MAG-0007,MAG-0007-2,2,,2,,,,,,,,5
Magdug,MAG-0007,MAG-0007-3,3,,1,682,785,170,11-2000,141,361,468,3
Magdug,MAG-0008,MAG-0008-1,3,4,1,877,808,148,03-2018,587,321,969,4
Magdug,MAG-0009,MAG-0009-1,3,2,2,,,,,,,,2
Magdug,MAG-0009,MAG-0009-2,2,7,1,574,181,707,02-2004,672,871,257,2
Magdug,MAG-0010,MAG-0010-1,2,,1,586,649,200,04-2010,727,241,388,2
Magdug,MAG-0010,MAG-0010-2,3,2,1,912,182,697,05-2005,751,241,390,1
Magdug,MAG-0011,MAG-0011-1,2,,1,981,161,596,05-2001,654,266,279,4
Magdug,MAG-0011,MAG-0011-2,2,2,1,412,392,201,05-2001,460,223,658,1
Magdug,MAG-0011,MAG-0011-3,2,,2,,,,,,,,1
Magdug,MAG-0011,MAG-0011-4,2,,2,,,,,,,,1
Magdug,MAG-0012,MAG-0012-1,3,6,2,,,,,,,,4
Magdug,MAG-0012,MAG-0012-2,2,3,1,837,347,397,03-2019,411,688,948,2
Magdug,MAG-0012,MAG-0012-3,3,,2,,,,,,,,4
Magdug,MAG-0012,MAG-0012-4,1,,1,538,748,267,11-2011,547,718,116,3
Magdug,MAG-0012,MAG-0012-5,3,7,1,252,895,892,05-2006,280,515,287,1
Magdug,MAG-0013,MAG-0013-1,3,3,1,503,161,610,10-2018,721,668,849,1
Magdug,MAG-0014,MAG-0014-1,2,4,1,762,346,175,01-2005,996,896,525,5
Magdug,MAG-0014,MAG-0014-2,3,1,2,,,,,,,,5
Magdug,MAG-0015,MAG-0015-1,1,1,2,,,,,,,,2
Magdug,MAG-0015,MAG-0015-2,2,1,1,564,928,377,10-2019,926,721,470,5
Magdug,MAG-0015,MAG-0015-3,1,,2,,,,,,,,4
Magdug,MAG-0015,MAG-0015-4,1,,1,556,664,107,10-2021,947,869,475,1
Magdug,MAG-0016,MAG-0016-1,2,,2,,,,,,,,1
Magdug,MAG-0016,MAG-0016-2,1,5,2,,,,,,,,4
Magdug,MAG-0016,MAG-0016-3,3,6,2,,,,,,,,1
Magdug,MAG-0016,MAG-0016-4,2,6,1,508,527,789,05-2003,594,631,707,4
Magdug,MAG-0017,MAG-0017-1,3,2,2,,,,,,,,5
Magdug,MAG-0017,MAG-0017-2,2,3,2,,,,,,,,4
Magdug,MAG-0017,MAG-0017-3,3,6,1,839,404,267,10-2005,528,610,370,4
Magdug,MAG-0018,MAG-0018-1,2,,1,267,450,666,03-2023,862,746,278,5
Magdug,MAG-0019,MAG-0019-1,3,,2,,,,,,,,1
Magdug,MAG-0019,MAG-0019-2,2,,1,213,560,970,02-2007,354,473,547,2
Magdug,MAG-0019,MAG-0019-3,1,5,1,190,409,226,12-2010,762,226,158,4
Magdug,MAG-0019,MAG-0019-4,3,6,1,917,307,945,04-2016,265,239,962,3
Magdug,MAG-0020,MAG-0020-1,3,7,1,260,213,376,12-2011,626,212,230,1
Magdug,MAG-0020,MAG-0020-2,2,,2,,,,,,,,2
Magdug,MAG-0020,MAG-0020-3,3,2,2,,,,,,,,3
Magdug,MAG-0021,MAG-0021-1,3,2,2,,,,,,,,5
Magdug,MAG-0021,MAG-0021-2,3,5,2,,,,,,,,4
Magdug,MAG-0022,MAG-0022-1,2,3,2,,,,,,,,5
Magdug,MAG-0022,MAG-0022-2,3,1,2,,,,,,,,2
Magdug,MAG-0022,MAG-0022-3,1,7,1,138,857,116,02-2013,662,416,233,4
Magdug,MAG-0022,MAG-0022-4,1,3,1,823,304,350,09-2016,563,182,412,3
Magdug,MAG-0022,MAG-0022-5,1,3,1,188,345,312,10-2020,577,264,723,2
Magdug,MAG-0023,MAG-0023-1,2,,2,,,,,,,,2
Magdug,MAG-0023,MAG-0023-2,3,7,2,,,,,,,,4
Magdug,MAG-0023,MAG-0023-3,3,6,1,759,649,387,07-2003,132,250,680,4
Magdug,MAG-0024,MAG-0024-1,2,,2,,,,,,,,3
Magdug,MAG-0024,MAG-0024-2,1,4,1,727,706,167,10-2017,451,228,212,4
Magdug,MAG-0024,MAG-0024-3,3,,1,916,215,496,01-2022,702,180,393,1
Magdug,MAG-0024,MAG-0024-4,2,2,2,,,,,,,,4
Magdug,MAG-0024,MAG-0024-5,2,1,1,100,554,379,10-2003,205,259,509,1
Magdug,MAG-0025,MAG-0025-1,1,,2,,,,,,,,2
Magdug,MAG-0025,MAG-0025-2,1,1,2,,,,,,,,4
Magdug,MAG-0025,MAG-0025-3,2,1,2,,,,,,,,1
Magdug,MAG-0026,MAG-0026-1,3,,2,,,,,,,,2
Magdug,MAG-0027,MAG-0027-1,3,4,2,,,,,,,,4
Magdug,MAG-0027,MAG-0027-2,2,,1,357,981,129,07-2021,471,120,705,4
Magdug,MAG-0027,MAG-0027-3,3,6,1,989,633,435,09-2001,989,906,826,4
Magdug,MAG-0028,MAG-0028-1,3,6,1,413,772,811,04-2016,917,623,397,2
Magdug,MAG-0028,MAG-0028-2,2,3,1,127,652,990,03-2021,238,450,560,3
Magdug,MAG-0028,MAG-0028-3,2,3,1,842,373,872,08-2018,756,768,400,3
Magdug,MAG-0028,MAG-0028-4,1,7,2,,,,,,,,2
Magdug,MAG-0028,MAG-0028-5,2,6,1,790,585,176,09-2006,561,791,600,3
Magdug,MAG-0028,MAG-0028-6,3,7,2,,,,,,,,3
Magdug,MAG-0029,MAG-0029-1,1,,2,,,,,,,,4
Magdug,MAG-0029,MAG-0029-2,1,2,2,,,,,,,,3
Magdug,MAG-0029,MAG-0029-3,3,5,1,607,995,736,01-2008,708,497,423,3
Magdug,MAG-0030,MAG-0030-1,1,1,2,,,,,,,,4
Magdug,MAG-0030,MAG-0030-2,1,1,2,,,,,,,,4
Magdug,MAG-0030,MAG-0030-3,3,7,1,813,617,574,06-2023,735,419,550,4
Magdug,MAG-0030,MAG-0030-4,3,2,1,805,484,969,03-2009,888,196,708,3
Magdug,MAG-0031,MAG-0031-1,2,5,2,,,,,,,,2
Magdug,MAG-0031,MAG-0031-2,3,3,1,690,250,734,01-2024,829,484,881,5
Magdug,MAG-0031,MAG-0031-3,1,5,2,,,,,,,,1
Magdug,MAG-0031,MAG-0031-4,1,,1,194,374,468,02-2002,104,856,307,5
Magdug,MAG-0032,MAG-0032-1,1,,1,639,264,312,03-2022,428,961,703,2
Magdug,MAG-0032,MAG-0032-2,2,6,2,,,,,,,,3
Magdug,MAG-0032,MAG-0032-3,3,5,1,913,965,634,10-2007,662,681,888,4
Magdug,MAG-0033,MAG-0033-1,2,5,2,,,,,,,,5
Magdug,MAG-0034,MAG-0034-1,1,1,2,,,,,,,,4
Magdug,MAG-0034,MAG-0034-2,1,,1,542,856,725,08-2013,206,726,286,1
Magdug,MAG-0034,MAG-0034-3,3,1,1,926,652,335,05-2019,668,775,272,5
Magdug,MAG-0034,MAG-0034-4,2,7,1,284,450,527,11-2013,369,102,279,2
Magdug,MAG-0034,MAG-0034-5,2,2,2,,,,,,,,1
Magdug,MAG-0034,MAG-0034-6,3,2,1,944,291,779,11-2009,395,188,364,1
Magdug,MAG-0035,MAG-0035-1,3,,2,,,,,,,,3
Magdug,MAG-0035,MAG-0035-2,1,,1,959,103,973,04-2009,591,451,469,4
Magdug,MAG-0036,MAG-0036-1,3,1,2,,,,,,,,3
Magdug,MAG-0036,MAG-0036-2,1,7,1,933,993,871,05-2004,609,340,960,4
Magdug,MAG-0036,MAG-0036-3,2,3,2,,,,,,,,2
Magdug,MAG-0037,MAG-0037-1,3,7,1,134,687,229,09-2011,809,787,167,1
Magdug,MAG-0038,MAG-0038-1,3,7,2,,,,,,,,2
Magdug,MAG-0038,MAG-0038-2,1,4,2,,,,,,,,4
Magdug,MAG-0038,MAG-0038-3,1,4,1,717,748,313,05-2009,337,412,144,5
Magdug,MAG-0039,MAG-0039-1,1,3,1,834,524,775,12-2008,609,474,420,5
Magdug,MAG-0039,MAG-0039-2,2,,2,,,,,,,,5
Magdug,MAG-0040,MAG-0040-1,1,3,1,867,939,975,11-2016,736,829,397,2
Magdug,MAG-0041,MAG-0041-1,1,4,1,754,300,221,04-2002,304,641,751,2
Magdug,MAG-0041,MAG-0041-2,1,7,1,570,904,901,06-2011,494,742,470,1
Magdug,MAG-0041,MAG-0041-3,1,1,1,564,714,390,08-2012,123,784,259,4
Magdug,MAG-0042,MAG-0042-1,1,1,1,398,906,560,04-2010,170,900,981,3
Magdug,MAG-0042,MAG-0042-2,2,3,2,,,,,,,,1
Magdug,MAG-0042,MAG-0042-3,2,3,2,,,,,,,,4
Magdug,MAG-0042,MAG-0042-4,3,3,2,,,,,,,,3
Magdug,MAG-0043,MAG-0043-1,2,1,1,721,245,761,11-2004,514,682,856,3
Magdug,MAG-0043,MAG-0043-2,1,2,1,377,694,769,11-2013,789,282,228,4
Magdug,MAG-0043,MAG-0043-3,2,,2,,,,,,,,5
Magdug,MAG-0044,MAG-0044-1,2,4,1,531,689,125,01-2014,224,136,724,4
Magdug,MAG-0044,MAG-0044-2,1,5,1,131,885,783,08-2023,848,987,441,5
Magdug,MAG-0044,MAG-0044-3,1,,2,,,,,,,,1
Magdug,MAG-0045,MAG-0045-1,2,2,2,,,,,,,,4
Magdug,MAG-0045,MAG-0045-2,2,7,1,164,665,629,09-2015,588,261,778,5
Magdug,MAG-0045,MAG-0045-3,1,,2,,,,,,,,2
Magdug,MAG-0046,MAG-0046-1,1,2,1,761,683,962,01-2019,531,131,874,1
Magdug,MAG-0046,MAG-0046-2,1,7,2,,,,,,,,3
Magdug,MAG-0047,MAG-0047-1,2,4,2,,,,,,,,2
Magdug,MAG-0047,MAG-0047-2,3,5,1,129,777,500,07-2014,951,186,351,1
Magdug,MAG-0047,MAG-0047-3,3,5,1,211,932,832,10-2020,625,938,225,4
Magdug,MAG-0048,MAG-0048-1,2,3,2,,,,,,,,4
Magdug,MAG-0048,MAG-0048-2,1,2,1,280,507,352,11-2000,282,149,303,2
Magdug,MAG-0049,MAG-0049-1,2,6,2,,,,,,,,3
Magdug,MAG-0050,MAG-0050-1,3,3,2,,,,,,,,4
Magdug,MAG-0050,MAG-0050-2,1,,2,,,,,,,,2
Magdug,MAG-0050,MAG-0050-3,1,6,2,,,,,,,,4
Magdug,MAG-0051,MAG-0051-1,2,,1,446,843,746,09-2011,739,799,581,3
Magdug,MAG-0051,MAG-0051-2,2,,2,,,,,,,,2
Magdug,MAG-0051,MAG-0051-3,2,4,2,,,,,,,,1
Magdug,MAG-0051,MAG-0051-4,3,,2,,,,,,,,4
Magdug,MAG-0052,MAG-0052-1,3,,2,,,,,,,,3
Magdug,MAG-0052,MAG-0052-2,3,4,1,514,316,285,08-2016,937,769,808,3
Monserrat,MON-0001,MON-0001-1,2,4,1,307,875,161,09-2004,904,823,829,3
Monserrat,MON-0001,MON-0001-2,1,,2,,,,,,,,3
Monserrat,MON-0001,MON-0001-3,1,2,2,,,,,,,,4
Monserrat,MON-0001,MON-0001-4,3,1,2,,,,,,,,5
Monserrat,MON-0002,MON-0002-1,1,,2,,,,,,,,3
Monserrat,MON-0003,MON-0003-1,1,6,2,,,,,,,,4
Monserrat,MON-0003,MON-0003-2,3,4,2,,,,,,,,2
Monserrat,MON-0003,MON-0003-3,1,,2,,,,,,,,5
Monserrat,MON-0003,MON-0003-4,2,,2,,,,,,,,1
Monserrat,MON-0003,MON-0003-5,3,7,1,141,870,705,08-2005,710,265,649,3
Monserrat,MON-0003,MON-0003-6,2,5,2,,,,,,,,3
Monserrat,MON-0004,MON-0004-1,2,,1,393,124,241,03-2019,951,182,484,2
Monserrat,MON-0004,MON-0004-2,2,,2,,,,,,,,2
Monserrat,MON-0004,MON-0004-3,1,3,2,,,,,,,,5
Monserrat,MON-0004,MON-0004-4,3,,2,,,,,,,,1
Monserrat,MON-0004,MON-0004-5,3,,1,546,209,389,02-2001,121,318,633,4
Monserrat,MON-0005,MON-0005-1,1,,1,703,634,789,03-2006,751,184,517,4
Monserrat,MON-0005,MON-0005-2,1,2,2,,,,,,,,2
Monserrat,MON-0005,MON-0005-3,2,,2,,,,,,,,2
Monserrat,MON-0005,MON-0005-4,3,7,2,,,,,,,,2
Monserrat,MON-0005,MON-0005-5,1,6,1,352,207,261,06-2002,363,936,998,5
Monserrat,MON-0006,MON-0006-1,1,6,1,712,621,280,11-2022,337,647,390,5
Monserrat,MON-0006,MON-0006-2,2,,1,688,435,479,04-2020,163,893,729,1
Monserrat,MON-0006,MON-0006-3,2,2,2,,,,,,,,4
Monserrat,MON-0007,MON-0007-1,1,5,1,115,774,362,06-2004,546,457,790,3
Monserrat,MON-0007,MON-0007-2,3,6,2,,,,,,,,5
Monserrat,MON-0007,MON-0007-3,2,,1,138,504,383,10-2004,273,744,103,1
Monserrat,MON-0008,MON-0008-1,2,2,1,282,640,939,06-2013,990,299,818,2
Monserrat,MON-0008,MON-0008-2,3,,2,,,,,,,,2
Monserrat,MON-0008,MON-0008-3,3,7,2,,,,,,,,2
Monserrat,MON-0008,MON-0008-4,1,4,1,508,824,825,08-2008,604,496,148,2
Monserrat,MON-0009,MON-0009-1,3,7,1,911,443,296,03-2011,694,564,385,5
Monserrat,MON-0009,MON-0009-2,2,1,2,,,,,,,,1
Monserrat,MON-0009,MON-0009-3,3,1,2,,,,,,,,3
Monserrat,MON-0009,MON-0009-4,2,,1,466,717,936,10-2005,112,895,479,3
Monserrat,MON-0009,MON-0009-5,3,6,2,,,,,,,,3
Monserrat,MON-0009,MON-0009-6,2,4,2,,,,,,,,2
Monserrat,MON-0010,MON-0010-1,2,4,2,,,,,,,,3
Monserrat,MON-0010,MON-0010-2,1,7,2,,,,,,,,1
Monserrat,MON-0010,MON-0010-3,3,1,1,701,777,573,04-2010,697,964,940,1
Monserrat,MON-0010,MON-0010-4,1,,2,,,,,,,,4
Monserrat,MON-0010,MON-0010-5,2,1,1,293,763,725,08-2008,176,216,720,2
Monserrat,MON-0011,MON-0011-1,1,3,1,483,158,847,06-2013,923,702,104,4
Monserrat,MON-0011,MON-0011-2,3,,2,,,,,,,,2
Monserrat,MON-0012,MON-0012-1,1,3,2,,,,,,,,3
Monserrat,MON-0012,MON-0012-2,1,,2,,,,,,,,2
Monserrat,MON-0012,MON-0012-3,1,5,2,,,,,,,,2
Monserrat,MON-0012,MON-0012-4,1,7,1,676,162,187,03-2015,112,266,520,1
Monserrat,MON-0012,MON-0012-5,2,,1,639,519,448,11-2009,185,339,479,4
Monserrat,MON-0013,MON-0013-1,2,,1,902,466,352,09-2002,621,380,535,5
Monserrat,MON-0013,MON-0013-2,3,1,1,252,157,536,03-2017,614,363,477,4
Monserrat,MON-0014,MON-0014-1,2,,2,,,,,,,,3
Monserrat,MON-0014,MON-0014-2,3,1,1,125,154,571,10-2004,306,103,340,1
Monserrat,MON-0014,MON-0014-3,3,6,1,442,513,371,03-2015,472,502,482,1
Monserrat,MON-0015,MON-0015-1,3,,2,,,,,,,,3
Monserrat,MON-0015,MON-0015-2,3,4,1,578,942,673,06-2014,507,304,806,2
Monserrat,MON-0015,MON-0015-3,3,5,1,899,690,209,02-2007,504,640,847,2
Monserrat,MON-0016,MON-0016-1,3,2,2,,,,,,,,4
Monserrat,MON-0017,MON-0017-1,3,3,2,,,,,,,,3
Monserrat,MON-0017,MON-0017-2,3,2,2,,,,,,,,1
Monserrat,MON-0017,MON-0017-3,2,6,2,,,,,,,,1
Monserrat,MON-0018,MON-0018-1,2,5,1,388,482,449,03-2019,265,363,619,1
Monserrat,MON-0019,MON-0019-1,3,,1,830,534,483,05-2006,312,891,490,3
Monserrat,MON-0019,MON-0019-2,3,,1,983,336,964,10-2012,618,213,116,1
Monserrat,MON-0019,MON-0019-3,2,5,1,880,926,409,10-2019,270,885,506,5
Monserrat,MON-0019,MON-0019-4,1,3,2,,,,,,,,3
Monserrat,MON-0019,MON-0019-5,3,,1,972,436,602,02-2009,197,226,285,1
Monserrat,MON-0019,MON-0019-6,3,,1,574,823,399,11-2003,108,426,139,1
Monserrat,MON-0020,MON-0020-1,2,7,1,161,706,116,07-2021,658,562,404,4
Monserrat,MON-0021,MON-0021-1,1,,2,,,,,,,,1
Monserrat,MON-0021,MON-0021-2,1,7,1,880,122,829,06-2006,253,562,393,4
Monserrat,MON-0021,MON-0021-3,3,6,1,695,613,808,09-2024,717,276,926,1
Monserrat,MON-0021,MON-0021-4,3,4,1,167,366,694,05-2002,708,385,193,3
Monserrat,MON-0022,MON-0022-1,1,,1,855,310,329,09-2017,288,903,430,5
Monserrat,MON-0022,MON-0022-2,1,1,2,,,,,,,,4
Monserrat,MON-0022,MON-0022-3,2,7,1,272,970,158,02-2004,973,922,779,1
Monserrat,MON-0023,MON-0023-1,2,,1,886,171,262,09-2021,555,905,198,2
Monserrat,MON-0023,MON-0023-2,3,7,2,,,,,,,,5
Monserrat,MON-0023,MON-0023-3,3,3,1,628,737,210,05-2008,335,965,126,1
Monserrat,MON-0024,MON-0024-1,3,2,2,,,,,,,,5
Monserrat,MON-0024,MON-0024-2,1,3,1,446,894,642,06-2014,827,555,129,3
Monserrat,MON-0024,MON-0024-3,3,4,2,,,,,,,,3
Monserrat,MON-0025,MON-0025-1,1,6,1,382,948,378,11-2003,964,663,876,5
Monserrat,MON-0026,MON-0026-1,2,,1,282,671,781,10-2010,276,534,947,3
Monserrat,MON-0026,MON-0026-2,3,1,2,,,,,,,,2
Monserrat,MON-0026,MON-0026-3,1,1,1,686,696,741,07-2017,628,756,956,5
Monserrat,MON-0026,MON-0026-4,1,4,2,,,,,,,,5
Monserrat,MON-0026,MON-0026-5,3,7,2,,,,,,,,3
Monserrat,MON-0026,MON-0026-6,1,,2,,,,,,,,4
Monserrat,MON-0027,MON-0027-1,1,,1,362,228,718,03-2005,396,652,915,4
Monserrat,MON-0027,MON-0027-2,3,,2,,,,,,,,4
Monserrat,MON-0028,MON-0028-1,3,2,2,,,,,,,,2
Monserrat,MON-0029,MON-0029-1,2,4,2,,,,,,,,2
Monserrat,MON-0030,MON-0030-1,2,7,2,,,,,,,,3
Monserrat,MON-0030,MON-0030-2,1,,2,,,,,,,,2
Monserrat,MON-0030,MON-0030-3,2,,1,760,676,872,10-2015,524,226,660,5
Monserrat,MON-0030,MON-0030-4,3,3,2,,,,,,,,3
Monserrat,MON-0031,MON-0031-1,3,,2,,,,,,,,4
Monserrat,MON-0032,MON-0032-1,2,1,2,,,,,,,,4
Monserrat,MON-0032,MON-0032-2,1,,1,499,484,210,11-2011,977,322,825,2
Monserrat,MON-0032,MON-0032-3,1,1,1,582,973,856,12-2012,522,559,859,1
Monserrat,MON-0033,MON-0033-1,3,5,2,,,,,,,,3
Monserrat,MON-0033,MON-0033-2,1,3,2,,,,,,,,3
Monserrat,MON-0034,MON-0034-1,1,1,1,937,585,254,04-2010,987,850,135,5
Monserrat,MON-0034,MON-0034-2,3,,2,,,,,,,,2
Monserrat,MON-0034,MON-0034-3,3,7,1,287,912,973,03-2024,605,109,655,3
Monserrat,MON-0034,MON-0034-4,3,4,2,,,,,,,,3
Monserrat,MON-0034,MON-0034-5,1,4,1,945,906,672,05-2024,245,132,871,1
Monserrat,MON-0035,MON-0035-1,3,5,1,190,822,252,05-2000,442,893,639,4
Monserrat,MON-0035,MON-0035-2,1,,2,,,,,,,,5
Monserrat,MON-0035,MON-0035-3,1,,2,,,,,,,,3
Monserrat,MON-0035,MON-0035-4,1,,1,591,726,679,02-2020,718,174,343,3
Monserrat,MON-0036,MON-0036-1,3,,1,855,414,622,11-2018,326,571,559,1
Monserrat,MON-0036,MON-0036-2,3,3,1,691,994,731,07-2005,919,286,969,1
Monserrat,MON-0036,MON-0036-3,3,6,1,881,942,451,08-2010,857,630,134,5
Monserrat,MON-0036,MON-0036-4,2,6,1,956,741,572,09-2001,437,790,390,2
Monserrat,MON-0036,MON-0036-5,1,,2,,,,,,,,3
Monserrat,MON-0036,MON-0036-6,2,2,1,888,927,103,02-2000,273,438,605,1
Monserrat,MON-0037,MON-0037-1,2,1,1,596,188,695,09-2021,377,211,495,5
Monserrat,MON-0037,MON-0037-2,2,2,1,312,477,161,06-2023,706,257,400,4
Monserrat,MON-0037,MON-0037-3,3,,1,578,666,152,01-2013,927,238,848,5
Monserrat,MON-0037,MON-0037-4,3,7,2,,,,,,,,1
Monserrat,MON-0038,MON-0038-1,2,1,1,299,586,492,08-2017,304,699,762,5
Monserrat,MON-0038,MON-0038-2,3,,1,386,286,767,07-2002,286,763,829,5
Monserrat,MON-0038,MON-0038-3,3,5,1,225,535,207,08-2000,373,517,836,3
Monserrat,MON-0038,MON-0038-4,2,,2,,,,,,,,5
Monserrat,MON-0038,MON-0038-5,1,5,2,,,,,,,,3
Monserrat,MON-0038,MON-0038-6,3,2,1,299,232,301,01-2006,975,897,633,1
Monserrat,MON-0039,MON-0039-1,1,4,2,,,,,,,,2
Monserrat,MON-0039,MON-0039-2,1,,1,932,342,456,07-2005,962,666,196,4
Monserrat,MON-0039,MON-0039-3,2,1,1,825,545,690,10-2000,516,900,795,1
Monserrat,MON-0039,MON-0039-4,2,5,1,849,203,264,04-2002,649,396,694,1
Monserrat,MON-0040,MON-0040-1,2,1,1,708,142,527,08-2015,794,456,437,2
Monserrat,MON-0040,MON-0040-2,2,4,1,906,505,598,12-2008,120,740,836,2
Monserrat,MON-0040,MON-0040-3,3,7,2,,,,,,,,4
Monserrat,MON-0041,MON-0041-1,2,4,2,,,,,,,,1
Monserrat,MON-0042,MON-0042-1,1,1,2,,,,,,,,3
Monserrat,MON-0042,MON-0042-2,2,5,1,309,113,481,08-2012,565,755,712,4
Monserrat,MON-0043,MON-0043-1,1,1,2,,,,,,,,5
Monserrat,MON-0043,MON-0043-2,3,4,2,,,,,,,,4
Monserrat,MON-0043,MON-0043-3,1,2,1,499,303,634,06-2012,934,825,643,4
Monserrat,MON-0043,MON-0043-4,1,3,1,846,854,364,04-2006,777,366,485,5
Monserrat,MON-0043,MON-0043-5,3,1,1,633,261,260,10-2024,456,369,732,5
Monserrat,MON-0043,MON-0043-6,2,5,2,,,,,,,,2
Nangan,NAN-0001,NAN-0001-1,1,,2,,,,,,,,2
Nangan,NAN-0001,NAN-0001-2,2,1,1,549,378,378,05-2024,465,639,430,1
Nangan,NAN-0001,NAN-0001-3,2,,1,883,247,259,09-2021,884,157,295,2
Nangan,NAN-0001,NAN-0001-4,3,4,2,,,,,,,,2
Nangan,NAN-0002,NAN-0002-1,1,,1,644,557,818,10-2011,995,660,509,2
Nangan,NAN-0003,NAN-0003-1,1,,2,,,,,,,,1
Nangan,NAN-0003,NAN-0003-2,3,,1,391,386,976,01-2013,770,655,965,1
Nangan,NAN-0003,NAN-0003-3,3,3,1,357,214,497,08-2018,542,442,885,5
Nangan,NAN-0003,NAN-0003-4,3,2,1,138,271,316,04-2013,817,460,705,4
Nangan,NAN-0004,NAN-0004-1,2,1,1,231,111,124,11-2007,975,244,253,1
Nangan,NAN-0004,NAN-0004-2,2,,2,,,,,,,,5
Nangan,NAN-0004,NAN-0004-3,1,,2,,,,,,,,4
Nangan,NAN-0004,NAN-0004-4,2,5,1,373,900,601,01-2000,981,744,721,2
Nangan,NAN-0005,NAN-0005-1,3,4,1,303,694,488,05-2022,139,481,229,2
Nangan,NAN-0005,NAN-0005-2,3,2,2,,,,,,,,5
Nangan,NAN-0005,NAN-0005-3,1,,1,398,704,143,01-2017,521,729,689,3
Nangan,NAN-0005,NAN-0005-4,1,,1,855,475,662,03-2004,911,623,594,2
Nangan,NAN-0005,NAN-0005-5,1,4,1,441,951,897,02-2002,719,365,791,3
Nangan,NAN-0005,NAN-0005-6,2,2,2,,,,,,,,3
Nangan,NAN-0006,NAN-0006-1,1,,1,497,984,347,08-2012,652,506,171,2
Nangan,NAN-0006,NAN-0006-2,1,,2,,,,,,,,2
Nangan,NAN-0006,NAN-0006-3,1,5,2,,,,,,,,1
Nangan,NAN-0006,NAN-0006-4,2,,2,,,,,,,,4
Nangan,NAN-0006,NAN-0006-5,1,2,2,,,,,,,,2
Nangan,NAN-0007,NAN-0007-1,2,1,1,294,798,624,11-2024,242,787,839,1
Nangan,NAN-0007,NAN-0007-2,2,1,2,,,,,,,,1
Nangan,NAN-0007,NAN-0007-3,2,,1,499,704,626,12-2011,987,283,146,1
Nangan,NAN-0007,NAN-0007-4,3,3,1,266,411,213,01-2015,725,895,893,2
Nangan,NAN-0007,NAN-0007-5,3,5,1,525,656,802,11-2012,214,833,263,1
Nangan,NAN-0008,NAN-0008-1,1,1,1,441,963,412,05-2004,388,805,367,2
Nangan,NAN-0008,NAN-0008-2,1,,1,510,689,782,03-2019,123,336,503,3
Nangan,NAN-0009,NAN-0009-1,2,3,1,176,610,306,05-2000,307,810,308,2
Nangan,NAN-0010,NAN-0010-1,1,7,1,673,189,303,08-2018,912,942,890,5
Nangan,NAN-0010,NAN-0010-2,1,,2,,,,,,,,5
Nangan,NAN-0010,NAN-0010-3,2,,1,298,168,330,05-2011,951,148,777,2
Nangan,NAN-0010,NAN-0010-4,1,2,1,960,746,288,11-2020,457,676,435,5
Nangan,NAN-0011,NAN-0011-1,2,,2,,,,,,,,1
Nangan,NAN-0011,NAN-0011-2,2,6,1,531,314,943,09-2009,610,445,340,1
Nangan,NAN-0011,NAN-0011-3,1,,1,403,574,901,11-2007,464,213,620,1
Nangan,NAN-0011,NAN-0011-4,3,2,1,363,908,286,03-2022,687,137,443,2
