barangay,household_id,member_id,attended_school,school_attending,current_grade_year,reason_not_attending,tvet_graduate,tvet_student,skills_training
Magdug,MAG-0011,MAG-0011-3,2,1,70000010,16,1,2,
Magdug,MAG-0011,MAG-0011-4,1,2,20400103,,1,1,
Magdug,MAG-0011,MAG-0011-5,1,3,11000203,,2,1,
Magdug,MAG-0011,MAG-0011-6,2,2,10000102,16,2,1,
Magdug,MAG-0012,MAG-0012-1,1,1,21400301,,1,2,
Magdug,MAG-0012,MAG-0012-2,1,3,21400103,,2,1,
Magdug,MAG-0012,MAG-0012-3,2,2,20400103,12,2,1,
Magdug,MAG-0012,MAG-0012-4,1,3,11000105,,1,2,
Magdug,MAG-0012,MAG-0012-5,2,2,30400108,10,2,2,
Magdug,MAG-0013,MAG-0013-1,2,3,21400301,16,2,1,
Magdug,MAG-0014,MAG-0014-1,1,2,11000203,,,,
Magdug,MAG-0014,MAG-0014-2,1,1,30400303,,1,2,
Magdug,MAG-0014,MAG-0014-3,1,2,30400108,,2,1,
Magdug,MAG-0014,MAG-0014-4,2,3,02100000,01,,,
Magdug,MAG-0014,MAG-0014-5,2,3,30400206,06,,,
Magdug,MAG-0015,MAG-0015-1,1,2,30500010,,1,2,
Magdug,MAG-0015,MAG-0015-2,2,3,30400106,08,2,1,Carpentry
Magdug,MAG-0015,MAG-0015-3,2,3,30500008,07,,,
Magdug,MAG-0015,MAG-0015-4,1,2,30400204,,1,1,
Magdug,MAG-0015,MAG-0015-5,2,3,30400109,16,1,1,
Magdug,MAG-0016,MAG-0016-1,1,1,20400105,,1,2,
Magdug,MAG-0017,MAG-0017-1,1,2,11000202,,2,1,
Magdug,MAG-0017,MAG-0017-2,1,3,60000002,,,,
Magdug,MAG-0018,MAG-0018-1,2,2,21400202,11,2,1,
Magdug,MAG-0018,MAG-0018-2,2,1,21400102,15,,,
Magdug,MAG-0018,MAG-0018-3,1,2,30400205,,,,
Magdug,MAG-0018,MAG-0018-4,1,3,30500010,,1,2,
Magdug,MAG-0018,MAG-0018-5,2,2,30400301,99,1,1,
Magdug,MAG-0019,MAG-0019-1,,,,,,,
Magdug,MAG-0019,MAG-0019-2,2,2,40000003,18,1,1,Automotive Servicing
Magdug,MAG-0020,MAG-0020-1,2,3,40000001,05,,,
Magdug,MAG-0020,MAG-0020-2,,,,,,,
Magdug,MAG-0020,MAG-0020-3,1,1,30400207,,,,
Magdug,MAG-0020,MAG-0020-4,1,1,10000103,,2,1,
Magdug,MAG-0020,MAG-0020-5,2,3,40000002,04,1,1,
Magdug,MAG-0021,MAG-0021-1,,,,,,,
Magdug,MAG-0021,MAG-0021-2,2,3,10000108,14,2,1,
Magdug,MAG-0021,MAG-0021-3,1,1,10000104,,1,2,
Magdug,MAG-0021,MAG-0021-4,2,1,30500011,15,1,1,
Magdug,MAG-0021,MAG-0021-5,2,1,20400105,02,1,1,
Magdug,MAG-0022,MAG-0022-1,1,3,30400205,,1,1,
Magdug,MAG-0022,MAG-0022-2,2,1,21400201,11,,,
Magdug,MAG-0023,MAG-0023-1,2,3,30400207,18,2,1,
Magdug,MAG-0023,MAG-0023-2,1,3,10000108,,1,1,
Magdug,MAG-0024,MAG-0024-1,2,2,21400302,01,,,
Magdug,MAG-0025,MAG-0025-1,2,3,21400101,99,1,2,
Magdug,MAG-0025,MAG-0025-2,2,1,60000002,08,1,2,
Magdug,MAG-0026,MAG-0026-1,2,1,30400207,16,2,1,
Magdug,MAG-0027,MAG-0027-1,1,2,11000203,,1,2,
Magdug,MAG-0027,MAG-0027-2,2,3,40000003,18,,,
Magdug,MAG-0027,MAG-0027-3,,,,,,,
Magdug,MAG-0027,MAG-0027-4,1,3,30400205,,1,1,
Magdug,MAG-0028,MAG-0028-1,1,2,02000000,,,,
Magdug,MAG-0028,MAG-0028-2,1,1,60000003,,,,
Magdug,MAG-0028,MAG-0028-3,2,3,30400107,11,1,2,
Magdug,MAG-0028,MAG-0028-4,2,1,10000102,01,,,
Magdug,MAG-0029,MAG-0029-1,1,3,21400105,,2,1,Vegetable Growing
Magdug,MAG-0029,MAG-0029-2,1,2,11000103,,1,1,
Magdug,MAG-0029,MAG-0029-3,1,1,21400203,,1,2,Driving
Magdug,MAG-0029,MAG-0029-4,,,,,,,
Magdug,MAG-0029,MAG-0029-5,1,3,21400103,,2,2,
Magdug,MAG-0029,MAG-0029-6,1,1,30400110,,2,1,
Magdug,MAG-0030,MAG-0030-1,2,2,30400111,09,,,
Magdug,MAG-0030,MAG-0030-2,2,1,30400301,02,1,1,
Magdug,MAG-0030,MAG-0030-3,1,2,01000000,,,,
Magdug,MAG-0030,MAG-0030-4,,,,,,,
Magdug,MAG-0031,MAG-0031-1,2,2,40000002,15,1,2,
Magdug,MAG-0032,MAG-0032-1,2,1,11000102,05,,,
Magdug,MAG-0033,MAG-0033-1,1,3,40000001,,,,
Magdug,MAG-0033,MAG-0033-2,1,1,10000107,,1,1,
Magdug,MAG-0033,MAG-0033-3,1,1,30400204,,1,2,
Magdug,MAG-0033,MAG-0033-4,2,3,21400302,07,2,2,
Magdug,MAG-0033,MAG-0033-5,2,3,10000108,03,,,
Magdug,MAG-0033,MAG-0033-6,1,1,10000103,,,,
Magdug,MAG-0034,MAG-0034-1,2,3,20400103,02,1,1,
Magdug,MAG-0034,MAG-0034-2,2,1,60000003,03,2,1,
Magdug,MAG-0035,MAG-0035-1,2,3,30400205,04,1,2,Housekeeping
Magdug,MAG-0035,MAG-0035-2,2,1,60000002,11,,,
Magdug,MAG-0035,MAG-0035-3,1,3,21400103,,2,2,
Magdug,MAG-0035,MAG-0035-4,2,1,30400107,08,1,1,
Magdug,MAG-0036,MAG-0036-1,2,1,11000302,11,2,2,
Magdug,MAG-0036,MAG-0036-2,2,1,70000010,01,1,1,
Magdug,MAG-0036,MAG-0036-3,2,1,10000103,08,1,2,
Magdug,MAG-0037,MAG-0037-1,1,1,11000101,,2,1,
Magdug,MAG-0037,MAG-0037-2,2,3,30400201,01,2,1,
Magdug,MAG-0037,MAG-0037-3,,,,,,,
Magdug,MAG-0037,MAG-0037-4,2,1,10000103,15,2,1,
Magdug,MAG-0037,MAG-0037-5,1,1,10000103,,1,2,
Magdug,MAG-0037,MAG-0037-6,1,2,60000001,,2,1,
Magdug,MAG-0038,MAG-0038-1,2,1,40000002,06,1,1,Electronics Repair
Magdug,MAG-0038,MAG-0038-2,2,1,30400109,07,2,2,
Magdug,MAG-0038,MAG-0038-3,2,1,30500011,15,2,1,
Magdug,MAG-0038,MAG-0038-4,1,3,10000104,,2,1,
Magdug,MAG-0038,MAG-0038-5,1,1,10000108,,2,2,
Magdug,MAG-0038,MAG-0038-6,2,2,30500006,15,2,2,
Magdug,MAG-0039,MAG-0039-1,2,3,11000101,08,2,1,
Magdug,MAG-0039,MAG-0039-2,2,1,30400204,06,1,1,
Magdug,MAG-0039,MAG-0039-3,2,1,20400105,07,2,1,
Magdug,MAG-0039,MAG-0039-4,2,2,40000003,15,1,2,
Magdug,MAG-0039,MAG-0039-5,2,1,21400203,04,2,2,
Magdug,MAG-0039,MAG-0039-6,2,2,10000106,05,,,
Magdug,MAG-0040,MAG-0040-1,2,1,10000101,16,,,
Magdug,MAG-0040,MAG-0040-2,1,1,10000103,,,,
Magdug,MAG-0040,MAG-0040-3,2,2,20400103,03,2,2,
Magdug,MAG-0040,MAG-0040-4,1,2,30400204,,2,1,
Magdug,MAG-0041,MAG-0041-1,1,2,10000108,,,,
Magdug,MAG-0041,MAG-0041-2,2,1,21400203,08,,,
Magdug,MAG-0041,MAG-0041-3,1,2,11000301,,,,
Magdug,MAG-0042,MAG-0042-1,2,3,21400201,17,1,2,
Magdug,MAG-0042,MAG-0042-2,2,2,30400109,02,1,1,
Magdug,MAG-0043,MAG-0043-1,2,3,10000105,15,2,1,Livestock Raising
Magdug,MAG-0044,MAG-0044-1,1,2,30500010,,1,2,
Magdug,MAG-0045,MAG-0045-1,2,1,11000203,03,1,1,
Magdug,MAG-0045,MAG-0045-2,1,2,30400203,,,,
Magdug,MAG-0045,MAG-0045-3,2,1,10000105,16,1,2,Welding
Magdug,MAG-0045,MAG-0045-4,1,2,30400203,,1,1,Carpentry
Magdug,MAG-0046,MAG-0046-1,1,3,21400302,,,,
Magdug,MAG-0047,MAG-0047-1,2,3,21400203,04,2,1,
Magdug,MAG-0047,MAG-0047-2,1,1,02000000,,2,1,
Magdug,MAG-0047,MAG-0047-3,2,1,50000001,16,1,1,
Magdug,MAG-0047,MAG-0047-4,2,2,30400203,16,,,
Magdug,MAG-0048,MAG-0048-1,2,1,20400103,04,2,2,
Magdug,MAG-0048,MAG-0048-2,1,3,00000000,,,,
Magdug,MAG-0048,MAG-0048-3,1,2,02100000,,1,1,
Magdug,MAG-0048,MAG-0048-4,2,2,11000103,13,2,1,
Magdug,MAG-0048,MAG-0048-5,2,1,60000003,04,,,
Magdug,MAG-0049,MAG-0049-1,1,1,30400301,,,,
Magdug,MAG-0050,MAG-0050-1,2,1,11000302,12,,,
Magdug,MAG-0050,MAG-0050-2,,,,,,,
Magdug,MAG-0050,MAG-0050-3,1,2,60000004,,1,2,
Magdug,MAG-0050,MAG-0050-4,2,1,60000004,09,1,2,
Magdug,MAG-0051,MAG-0051-1,,,,,,,
Magdug,MAG-0051,MAG-0051-2,1,3,60000001,,2,1,
Magdug,MAG-0051,MAG-0051-3,2,1,10000108,04,2,1,
Magdug,MAG-0052,MAG-0052-1,1,3,30400301,,1,1,Electrical Installation
Monserrat,MON-0001,MON-0001-1,2,2,11000103,06,2,1,Net Making
Monserrat,MON-0001,MON-0001-2,1,1,30500010,,2,1,
Monserrat,MON-0001,MON-0001-3,1,1,21400105,,1,2,
Monserrat,MON-0001,MON-0001-4,1,1,10000107,,1,2,
Monserrat,MON-0001,MON-0001-5,2,3,30500006,14,1,2,
Monserrat,MON-0001,MON-0001-6,1,3,30400201,,1,1,
Monserrat,MON-0002,MON-0002-1,1,2,11000301,,2,1,Welding
Monserrat,MON-0002,MON-0002-2,1,3,30500008,,1,1,
Monserrat,MON-0002,MON-0002-3,2,3,40000003,08,2,2,
Monserrat,MON-0002,MON-0002-4,2,2,30500010,03,,,
Monserrat,MON-0002,MON-0002-5,2,2,10000108,04,1,2,
Monserrat,MON-0002,MON-0002-6,2,3,21400203,05,,,
Monserrat,MON-0003,MON-0003-1,1,2,50000001,,1,1,
Monserrat,MON-0003,MON-0003-2,1,1,30400107,,2,2,Aquaculture
Monserrat,MON-0003,MON-0003-3,2,3,11000101,03,1,2,
Monserrat,MON-0003,MON-0003-4,1,3,30400109,,1,1,
Monserrat,MON-0003,MON-0003-5,1,1,00000000,,1,2,
Monserrat,MON-0004,MON-0004-1,2,3,50000001,01,2,2,
Monserrat,MON-0005,MON-0005-1,1,1,70000010,,1,2,
Monserrat,MON-0005,MON-0005-2,1,3,60000004,,1,2,
Monserrat,MON-0005,MON-0005-3,2,2,60000001,14,,,
Monserrat,MON-0005,MON-0005-4,1,2,30400205,,2,1,
Monserrat,MON-0005,MON-0005-5,2,3,60000002,13,,,
Monserrat,MON-0005,MON-0005-6,2,2,30400107,09,1,2,
Monserrat,MON-0006,MON-0006-1,,,,,,,
Monserrat,MON-0006,MON-0006-2,2,2,30400205,18,,,
Monserrat,MON-0006,MON-0006-3,2,1,30400111,13,2,2,
Monserrat,MON-0006,MON-0006-4,1,1,21400203,,1,2,
Monserrat,MON-0006,MON-0006-5,2,2,50000002,11,1,1,
Monserrat,MON-0007,MON-0007-1,2,1,02100000,14,2,2,
Monserrat,MON-0007,MON-0007-2,2,1,30400301,13,1,1,Mining Safety
Monserrat,MON-0007,MON-0007-3,2,3,21400203,10,2,1,
Monserrat,MON-0007,MON-0007-4,1,1,30400108,,1,2,Baking
Monserrat,MON-0007,MON-0007-5,,,,,,,
Monserrat,MON-0007,MON-0007-6,2,2,40000001,08,1,1,
Monserrat,MON-0008,MON-0008-1,1,3,30400201,,,,
Monserrat,MON-0008,MON-0008-2,2,3,40000003,99,1,2,
Monserrat,MON-0008,MON-0008-3,1,1,30500008,,1,2,
Monserrat,MON-0009,MON-0009-1,2,2,11000202,04,2,1,
Monserrat,MON-0010,MON-0010-1,2,1,30500010,14,1,2,
Monserrat,MON-0010,MON-0010-2,2,2,60000004,13,2,1,
Monserrat,MON-0010,MON-0010-3,1,3,30400206,,1,2,
Monserrat,MON-0011,MON-0011-1,1,3,10000104,,1,2,
Monserrat,MON-0011,MON-0011-2,2,2,21400302,05,2,2,
Monserrat,MON-0011,MON-0011-3,2,3,30500007,04,2,2,Welding
Monserrat,MON-0012,MON-0012-1,1,3,20400102,,,,
Monserrat,MON-0012,MON-0012-2,2,2,40000001,02,1,2,
Monserrat,MON-0012,MON-0012-3,1,3,10000104,,,,
Monserrat,MON-0012,MON-0012-4,1,2,10000107,,2,2,
Monserrat,MON-0012,MON-0012-5,1,2,11000202,,1,2,
Monserrat,MON-0013,MON-0013-1,,,,,,,
Monserrat,MON-0013,MON-0013-2,1,3,10000108,,1,1,Electrical Installation
Monserrat,MON-0013,MON-0013-3,,,,,,,
Monserrat,MON-0014,MON-0014-1,1,2,20400102,,1,2,
Monserrat,MON-0014,MON-0014-2,1,3,30400205,,1,2,
Monserrat,MON-0014,MON-0014-3,2,2,30400109,14,1,2,
Monserrat,MON-0014,MON-0014-4,1,2,10000107,,,,
Monserrat,MON-0014,MON-0014-5,1,1,11000108,,2,1,
Monserrat,MON-0015,MON-0015-1,2,3,10000103,15,,,
Monserrat,MON-0015,MON-0015-2,2,1,30400208,15,,,
Monserrat,MON-0015,MON-0015-3,1,1,21400203,,1,1,
Monserrat,MON-0016,MON-0016-1,,,,,,,
Monserrat,MON-0016,MON-0016-2,1,3,02000000,,1,1,
Monserrat,MON-0017,MON-0017-1,2,3,20400105,15,1,1,Coconut Processing
Monserrat,MON-0017,MON-0017-2,2,1,60000006,14,,,
Monserrat,MON-0017,MON-0017-3,2,2,20400101,18,1,2,
Monserrat,MON-0017,MON-0017-4,1,3,21400302,,1,2,
Monserrat,MON-0017,MON-0017-5,2,1,60000005,99,,,
Monserrat,MON-0018,MON-0018-1,1,1,50000001,,2,2,
Monserrat,MON-0018,MON-0018-2,2,2,60000006,09,2,2,
Monserrat,MON-0018,MON-0018-3,1,3,11000104,,1,2,
Monserrat,MON-0018,MON-0018-4,1,1,01000000,,,,
Monserrat,MON-0018,MON-0018-5,,,,,,,
Monserrat,MON-0018,MON-0018-6,1,2,40000001,,2,1,
Monserrat,MON-0019,MON-0019-1,1,1,60000004,,1,1,Barista Training
Monserrat,MON-0019,MON-0019-2,1,2,30500007,,1,1,
Monserrat,MON-0019,MON-0019-3,1,1,10000103,,,,
Monserrat,MON-0019,MON-0019-4,1,2,30500006,,2,2,
Monserrat,MON-0019,MON-0019-5,1,3,30400301,,2,1,
Monserrat,MON-0020,MON-0020-1,1,1,50000002,,2,2,
Monserrat,MON-0020,MON-0020-2,1,2,11000202,,2,2,Beauty Care
Monserrat,MON-0020,MON-0020-3,2,3,21400101,13,1,1,
Monserrat,MON-0020,MON-0020-4,2,2,50000001,11,2,1,
Monserrat,MON-0021,MON-0021-1,1,1,21400102,,,,
Monserrat,MON-0021,MON-0021-2,2,3,10000105,18,2,1,
Monserrat,MON-0021,MON-0021-3,2,3,10000106,03,,,
Monserrat,MON-0022,MON-0022-1,2,2,20400103,12,2,1,
Monserrat,MON-0022,MON-0022-2,2,3,60000003,10,1,1,
Monserrat,MON-0023,MON-0023-1,1,1,60000005,,1,1,
Monserrat,MON-0023,MON-0023-2,2,1,30500006,03,1,2,
Monserrat,MON-0024,MON-0024-1,1,3,30400204,,,,
Monserrat,MON-0024,MON-0024-2,1,1,30500010,,,,
Monserrat,MON-0024,MON-0024-3,1,3,30500006,,,,
Monserrat,MON-0024,MON-0024-4,1,3,11000103,,2,2,
Monserrat,MON-0025,MON-0025-1,2,2,00000000,18,2,2,
Monserrat,MON-0025,MON-0025-2,1,3,30500009,,,,
Monserrat,MON-0026,MON-0026-1,1,2,10000106,,2,1,
Monserrat,MON-0027,MON-0027-1,2,3,30400108,15,,,
Monserrat,MON-0028,MON-0028-1,2,3,20400105,05,1,1,
Monserrat,MON-0028,MON-0028-2,2,3,30400303,17,2,2,
Monserrat,MON-0028,MON-0028-3,2,1,30500007,17,2,2,
Monserrat,MON-0029,MON-0029-1,1,3,20400102,,1,1,
Monserrat,MON-0029,MON-0029-2,2,1,11000302,12,1,2,
Monserrat,MON-0029,MON-0029-3,1,2,30400110,,,,
Monserrat,MON-0029,MON-0029-4,1,1,30500007,,1,2,
Monserrat,MON-0029,MON-0029-5,2,1,30400109,10,1,1,
Monserrat,MON-0030,MON-0030-1,,,,,,,
Monserrat,MON-0031,MON-0031-1,1,3,60000006,,1,2,
Monserrat,MON-0031,MON-0031-2,1,1,11000302,,1,2,
Monserrat,MON-0032,MON-0032-1,1,2,21400202,,2,2,
Monserrat,MON-0032,MON-0032-2,1,1,30400207,,,,
Monserrat,MON-0032,MON-0032-3,2,3,10000103,08,,,
Monserrat,MON-0033,MON-0033-1,1,3,11000103,,2,1,
Monserrat,MON-0033,MON-0033-2,1,3,20400102,,1,2,
Monserrat,MON-0033,MON-0033-3,1,1,20400105,,2,2,
Monserrat,MON-0033,MON-0033-4,2,3,11000103,11,1,2,
Monserrat,MON-0034,MON-0034-1,1,1,40000003,,1,2,Aquaculture
Monserrat,MON-0034,MON-0034-2,2,1,21400103,09,1,1,
Monserrat,MON-0034,MON-0034-3,2,2,10000102,04,,,
Monserrat,MON-0035,MON-0035-1,2,1,11000103,17,1,2,Masonry
Monserrat,MON-0036,MON-0036-1,2,3,30400111,01,2,2,
Monserrat,MON-0036,MON-0036-2,2,1,10000107,15,1,2,
Monserrat,MON-0037,MON-0037-1,2,1,60000006,10,2,2,
Monserrat,MON-0037,MON-0037-2,,,,,,,
Monserrat,MON-0037,MON-0037-3,2,3,30400301,15,1,1,
Monserrat,MON-0037,MON-0037-4,1,2,30400107,,,,
Monserrat,MON-0037,MON-0037-5,1,1,10000101,,1,1,
Monserrat,MON-0037,MON-0037-6,2,2,30400106,12,,,
Monserrat,MON-0038,MON-0038-1,2,1,11000202,02,2,1,
Monserrat,MON-0038,MON-0038-2,2,2,30400107,06,2,1,
Monserrat,MON-0038,MON-0038-3,2,1,10000102,09,2,2,Welding
Monserrat,MON-0038,MON-0038-4,1,2,00000000,,,,
Monserrat,MON-0038,MON-0038-5,2,3,30400203,07,2,2,
Monserrat,MON-0039,MON-0039-1,1,2,30500008,,,,
Monserrat,MON-0039,MON-0039-2,1,2,10000106,,1,2,
Monserrat,MON-0040,MON-0040-1,1,3,30500007,,2,2,Housekeeping
Monserrat,MON-0041,MON-0041-1,2,2,30400201,16,1,2,
Monserrat,MON-0041,MON-0041-2,1,1,30400110,,,,
Monserrat,MON-0042,MON-0042-1,2,2,60000002,14,2,1,
Monserrat,MON-0042,MON-0042-2,2,3,40000003,01,1,2,
Monserrat,MON-0042,MON-0042-3,1,2,30500006,,1,1,
Monserrat,MON-0042,MON-0042-4,1,1,10000104,,2,2,
Monserrat,MON-0043,MON-0043-1,2,1,30400204,10,,,
Monserrat,MON-0043,MON-0043-2,1,3,50000001,,,,
Monserrat,MON-0043,MON-0043-3,,,,,,,
Monserrat,MON-0043,MON-0043-4,1,3,30500006,,1,2,
Monserrat,MON-0043,MON-0043-5,2,2,11000101,17,,,
Monserrat,MON-0043,MON-0043-6,2,3,11000201,04,1,1,Dressmaking
Nangan,NAN-0001,NAN-0001-1,2,2,30400204,18,1,2,
Nangan,NAN-0001,NAN-0001-2,2,2,11000202,03,1,1,Fishing Techniques
Nangan,NAN-0001,NAN-0001-3,1,3,30500008,,1,1,
Nangan,NAN-0001,NAN-0001-4,1,2,21400103,,2,1,
Nangan,NAN-0001,NAN-0001-5,1,3,10000104,,,,
Nangan,NAN-0002,NAN-0002-1,1,2,30400208,,2,2,
Nangan,NAN-0002,NAN-0002-2,2,1,11000302,15,1,2,
Nangan,NAN-0002,NAN-0002-3,1,1,30500007,,,,
Nangan,NAN-0002,NAN-0002-4,2,1,30500011,04,1,1,Vegetable Growing
Nangan,NAN-0002,NAN-0002-5,1,3,30400204,,2,2,
Nangan,NAN-0002,NAN-0002-6,2,3,10000104,13,2,1,
Nangan,NAN-0003,NAN-0003-1,2,2,30500008,02,2,1,
Nangan,NAN-0003,NAN-0003-2,,,,,,,
Nangan,NAN-0003,NAN-0003-3,2,1,30500009,07,2,1,
Nangan,NAN-0003,NAN-0003-4,1,3,30400207,,2,2,
Nangan,NAN-0004,NAN-0004-1,1,3,50000003,,2,1,
Nangan,NAN-0004,NAN-0004-2,1,3,30400301,,2,1,
Nangan,NAN-0004,NAN-0004-3,1,1,21400302,,,,
Nangan,NAN-0004,NAN-0004-4,1,2,11000302,,1,2,
Nangan,NAN-0004,NAN-0004-5,1,1,30400107,,2,1,Cookery
Nangan,NAN-0005,NAN-0005-1,2,3,21400103,05,2,1,Automotive Servicing
Nangan,NAN-0006,NAN-0006-1,1,1,10000102,,,,
Nangan,NAN-0006,NAN-0006-2,1,1,21400102,,2,2,
Nangan,NAN-0006,NAN-0006-3,1,2,60000003,,,,
Nangan,NAN-0006,NAN-0006-4,1,3,10000103,,1,2,
Nangan,NAN-0006,NAN-0006-5,2,3,60000004,07,,,
Nangan,NAN-0006,NAN-0006-6,2,2,20400105,11,,,
Nangan,NAN-0007,NAN-0007-1,2,3,40000001,01,2,2,
Nangan,NAN-0007,NAN-0007-2,2,1,21400203,14,2,1,
Nangan,NAN-0007,NAN-0007-3,1,3,30400205,,,,
Nangan,NAN-0007,NAN-0007-4,2,1,10000105,07,,,
Nangan,NAN-0007,NAN-0007-5,2,3,11000202,07,1,1,Carpentry
Nangan,NAN-0008,NAN-0008-1,2,3,21400302,07,1,2,
Nangan,NAN-0008,NAN-0008-2,,,,,,,
Nangan,NAN-0008,NAN-0008-3,1,3,20400101,,2,2,
Nangan,NAN-0008,NAN-0008-4,2,2,11000108,03,1,2,
Nangan,NAN-0008,NAN-0008-5,2,1,60000006,10,2,2,
Nangan,NAN-0008,NAN-0008-6,2,2,20400105,03,1,1,
Nangan,NAN-0009,NAN-0009-1,1,3,60000002,,,,
Nangan,NAN-0009,NAN-0009-2,2,3,20400105,14,2,1,
Nangan,NAN-0009,NAN-0009-3,1,1,70000010,,,,
Nangan,NAN-0010,NAN-0010-1,2,3,50000002,12,1,1,
Nangan,NAN-0010,NAN-0010-2,1,2,10000101,,2,2,
Nangan,NAN-0011,NAN-0011-1,2,3,30400201,10,,,
Nangan,NAN-0011,NAN-0011-2,2,2,11000202,14,2,2,
Nangan,NAN-0012,NAN-0012-1,2,3,60000006,11,,,
Nangan,NAN-0012,NAN-0012-2,2,1,10000104,15,,,
Nangan,NAN-0012,NAN-0012-3,2,2,21400103,05,2,2,
Nangan,NAN-0012,NAN-0012-4,1,3,30500011,,2,2,
Nangan,NAN-0013,NAN-0013-1,2,1,10000102,12,2,2,
Nangan,NAN-0013,NAN-0013-2,2,3,50000001,05,2,2,
Nangan,NAN-0014,NAN-0014-1,2,2,20400105,06,2,2,
Nangan,NAN-0014,NAN-0014-2,1,1,11000102,,1,1,Electronics Repair
Nangan,NAN-0014,NAN-0014-3,1,2,01000000,,1,1,
Nangan,NAN-0014,NAN-0014-4,1,3,02100000,,1,1,Fishing Techniques
Nangan,NAN-0014,NAN-0014-5,1,3,30500008,,,,
Nangan,NAN-0014,NAN-0014-6,2,3,21400202,09,,,
Nangan,NAN-0015,NAN-0015-1,1,3,30500011,,1,1,Carpentry
Nangan,NAN-0015,NAN-0015-2,2,2,10000102,17,2,1,
Nangan,NAN-0015,NAN-0015-3,,,,,,,
Nangan,NAN-0016,NAN-0016-1,2,2,11000301,99,,,
Nangan,NAN-0017,NAN-0017-1,1,2,11000104,,,,
Nangan,NAN-0017,NAN-0017-2,2,1,30400206,16,1,2,
Nangan,NAN-0017,NAN-0017-3,2,1,30400108,01,2,1,Fishing Techniques
Nangan,NAN-0017,NAN-0017-4,1,3,30400203,,,,
Nangan,NAN-0017,NAN-0017-5,1,2,30400208,,,,
Nangan,NAN-0018,NAN-0018-1,2,1,30400110,08,2,1,Welding
Nangan,NAN-0019,NAN-0019-1,1,1,30400303,,2,1,
Nangan,NAN-0019,NAN-0019-2,2,1,80000010,10,2,1,
Nangan,NAN-0019,NAN-0019-3,2,3,30500006,16,1,1,
Nangan,NAN-0019,NAN-0019-4,1,1,40000001,,1,1,
Nangan,NAN-0020,NAN-0020-1,2,1,30500006,01,,,
Nangan,NAN-0021,NAN-0021-1,1,1,11000102,,,,
Nangan,NAN-0022,NAN-0022-1,1,2,60000002,,1,2,
Nangan,NAN-0022,NAN-0022-2,1,3,10000101,,2,1,
Nangan,NAN-0023,NAN-0023-1,2,2,11000102,06,,,
Nangan,NAN-0023,NAN-0023-2,2,1,21400301,09,,,
Nangan,NAN-0023,NAN-0023-3,2,3,11000104,17,2,1,
Nangan,NAN-0023,NAN-0023-4,1,2,30400109,,,,
Nangan,NAN-0023,NAN-0023-5,2,2,20400102,04,1,2,
Nangan,NAN-0024,NAN-0024-1,1,2,11000202,,1,1,
Nangan,NAN-0024,NAN-0024-2,2,1,30400204,10,1,1,
Nangan,NAN-0024,NAN-0024-3,2,2,21400102,14,,,
Nangan,NAN-0024,NAN-0024-4,,,,,,,
Nangan,NAN-0024,NAN-0024-5,2,1,21400102,18,2,2,
Nangan,NAN-0024,NAN-0024-6,2,2,30500010,08,,,
Nangan,NAN-0025,NAN-0025-1,1,2,10000102,,,,
Nangan,NAN-0025,NAN-0025-2,1,2,60000003,,1,1,Barista Training
Nangan,NAN-0025,NAN-0025-3,1,3,11000202,,1,2,
Nangan,NAN-0026,NAN-0026-1,2,2,30500008,17,1,1,
Nangan,NAN-0026,NAN-0026-2,2,3,30500011,99,1,1,
Nangan,NAN-0027,NAN-0027-1,1,3,60000001,,2,1,
Nangan,NAN-0027,NAN-0027-2,1,3,50000001,,2,1,
Nangan,NAN-0027,NAN-0027-3,2,1,10000102,10,1,1,
Nangan,NAN-0027,NAN-0027-4,1,3,21400203,,2,1,
Nangan,NAN-0027,NAN-0027-5,2,3,60000002,13,,,
Nangan,NAN-0027,NAN-0027-6,2,2,60000001,14,,,
Nangan,NAN-0028,NAN-0028-1,1,1,11000301,,1,1,
Nangan,NAN-0028,NAN-0028-2,1,3,70000010,,1,1,
Nangan,NAN-0029,NAN-0029-1,,,,,,,
Nangan,NAN-0029,NAN-0029-2,2,1,30400203,99,,,
Nangan,NAN-0029,NAN-0029-3,1,2,50000003,,2,1,
Nangan,NAN-0029,NAN-0029-4,1,1,40000002,,2,1,
Nangan,NAN-0029,NAN-0029-5,2,3,60000001,01,1,1,
Nangan,NAN-0030,NAN-0030-1,2,3,30400204,99,,,
Nangan,NAN-0030,NAN-0030-2,1,2,60000005,,2,1,
Nangan,NAN-0030,NAN-0030-3,2,2,30400303,18,1,1,
Nangan,NAN-0030,NAN-0030-4,1,2,20400105,,2,1,
Nangan,NAN-0031,NAN-0031-1,2,2,40000001,16,,,
Nangan,NAN-0031,NAN-0031-2,2,1,30500011,13,1,1,Cookery
Nangan,NAN-0031,NAN-0031-3,1,1,30400205,,1,1,
Nangan,NAN-0031,NAN-0031-4,2,2,40000003,03,1,1,
Nangan,NAN-0032,NAN-0032-1,2,1,10000107,07,1,1,
Nangan,NAN-0032,NAN-0032-2,2,1,11000201,14,2,2,
Nangan,NAN-0033,NAN-0033-1,2,3,30500010,99,1,2,
Nangan,NAN-0033,NAN-0033-2,1,3,30400111,,1,2,
Nangan,NAN-0034,NAN-0034-1,1,1,20400101,,2,1,Barista Training
Nangan,NAN-0034,NAN-0034-2,1,2,30500006,,1,2,Vegetable Growing
